Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category,Meters_To_Remove,Estimated_Bookings_To_Move,Overbooking_Severity
Klaipeda,Rostock,2024-11-01,22:00,SHIP_03,157,101,44,5,3,4,2212.0,1399.5,180,118,2100,230,0.2802547770700637,0.6664285714285715,1.0533333333333332,True,112.0,700.5,Overbooked,112.0,8,Medium
Klaipeda,Travemünde,2025-08-16,22:00,SHIP_05,184,107,52,8,13,4,2511.0,1428.8,219,139,2400,280,0.2826086956521739,0.5953333333333333,1.04625,True,111.0,971.2,Overbooked,111.0,8,Medium
Travemünde,Klaipeda,2025-11-16,22:00,SHIP_04,168,88,55,7,13,5,2311.0,1171.3,189,116,2200,250,0.3273809523809524,0.5324090909090909,1.0504545454545455,True,111.0,1028.7,Overbooked,111.0,8,Medium
Trelleborg,Travemünde,2024-03-21,06:00,SHIP_03,161,100,38,7,9,7,2210.9,1318.7,182,125,2100,230,0.2360248447204969,0.6279523809523809,1.052809523809524,True,110.90000000000008,781.3,Overbooked,110.90000000000008,8,Medium
Klaipeda,Rostock,2025-10-07,06:00,SHIP_03,157,90,41,8,9,9,2210.1,1222.6,178,110,2100,230,0.2611464968152866,0.5821904761904761,1.0524285714285715,True,110.09999999999992,877.4000000000001,Overbooked,110.09999999999992,8,Medium
Trelleborg,Rostock,2024-09-08,10:00,SHIP_04,162,102,42,5,8,5,2309.0,1439.8,196,135,2200,250,0.2592592592592592,0.6544545454545454,1.0495454545454546,True,109.0,760.2,Overbooked,109.0,8,Medium
Trelleborg,Travemünde,2025-11-18,08:00,SHIP_03,156,86,44,15,9,2,2209.0,1200.9,183,113,2100,230,0.282051282051282,0.571857142857143,1.051904761904762,True,109.0,899.0999999999999,Overbooked,109.0,8,Medium
Swinoujscie,Trelleborg,2024-06-28,14:00,SHIP_04,165,101,40,7,9,8,2308.9,1392.5,183,125,2200,250,0.2424242424242424,0.6329545454545454,1.0495,True,108.90000000000008,807.5,Overbooked,108.90000000000008,8,Medium
Trelleborg,Travemünde,2024-07-23,22:00,SHIP_05,178,112,43,6,14,3,2508.4,1509.9,205,143,2400,280,0.2415730337078651,0.629125,1.0451666666666668,True,108.40000000000008,890.0999999999999,Overbooked,108.40000000000008,8,Medium
Trelleborg,Travemünde,2025-07-12,18:00,SHIP_05,184,118,51,6,6,3,2508.4,1548.8,208,140,2400,280,0.2771739130434782,0.6453333333333333,1.0451666666666668,True,108.40000000000008,851.2,Overbooked,108.40000000000008,8,Medium
Rostock,Trelleborg,2025-03-30,22:00,SHIP_04,166,112,37,4,12,1,2308.2,1526.9,193,141,2200,250,0.2228915662650602,0.6940454545454546,1.049181818181818,True,108.19999999999982,673.0999999999999,Overbooked,108.19999999999982,8,Medium
Klaipeda,Rostock,2024-04-17,10:00,SHIP_05,173,107,46,6,11,3,2508.2,1530.6,195,135,2400,280,0.2658959537572254,0.6377499999999999,1.0450833333333334,True,108.19999999999982,869.4000000000001,Overbooked,108.19999999999982,8,Medium
Travemünde,Klaipeda,2024-03-07,10:00,SHIP_02,152,93,43,7,8,1,2108.0,1258.8,172,115,2000,220,0.2828947368421052,0.6294,1.054,True,108.0,741.2,Overbooked,108.0,8,Medium
Trelleborg,Rostock,2025-10-12,06:00,SHIP_05,185,112,45,9,11,8,2508.0,1512.5,222,146,2400,280,0.2432432432432432,0.6302083333333334,1.045,True,108.0,887.5,Overbooked,108.0,8,Medium
Swinoujscie,Trelleborg,2025-11-07,18:00,SHIP_03,156,86,40,6,14,10,2207.1,1162.1,183,121,2100,230,0.2564102564102564,0.5533809523809523,1.051,True,107.09999999999992,937.9,Overbooked,107.09999999999992,8,Medium
Trelleborg,Travemünde,2025-06-01,08:00,SHIP_04,167,93,55,3,13,3,2306.6,1267.7,192,123,2200,250,0.3293413173652694,0.5762272727272727,1.0484545454545453,True,106.59999999999992,932.3,Overbooked,106.59999999999992,8,Medium
Klaipeda,Travemünde,2025-06-24,18:00,SHIP_04,167,95,46,5,12,9,2306.6,1238.3,193,123,2200,250,0.2754491017964072,0.5628636363636363,1.0484545454545453,True,106.59999999999992,961.7,Overbooked,106.59999999999992,8,Medium
Travemünde,Trelleborg,2025-05-23,10:00,SHIP_04,165,98,43,5,12,7,2306.4,1341.1,193,132,2200,250,0.2606060606060606,0.6095909090909091,1.0483636363636364,True,106.40000000000008,858.9000000000001,Overbooked,106.40000000000008,8,Medium
Swinoujscie,Trelleborg,2024-12-30,18:00,SHIP_04,172,110,46,5,6,5,2306.3,1450.2,197,132,2200,250,0.2674418604651162,0.6591818181818182,1.048318181818182,True,106.30000000000018,749.8,Overbooked,106.30000000000018,8,Medium
Trelleborg,Swinoujscie,2025-12-02,10:00,SHIP_03,164,97,50,4,6,7,2206.1,1238.1,190,119,2100,230,0.3048780487804878,0.5895714285714285,1.0505238095238094,True,106.09999999999992,861.9000000000001,Overbooked,106.09999999999992,8,Medium
Klaipeda,Travemünde,2025-05-02,08:00,SHIP_03,156,94,44,8,7,3,2206.0,1322.0,174,111,2100,230,0.282051282051282,0.6295238095238095,1.0504761904761906,True,106.0,778.0,Overbooked,106.0,8,Medium
Travemünde,Klaipeda,2025-08-22,06:00,SHIP_03,160,94,40,13,6,7,2206.0,1201.7,185,117,2100,230,0.25,0.5722380952380952,1.0504761904761906,True,106.0,898.3,Overbooked,106.0,8,Medium
Klaipeda,Travemünde,2025-11-06,14:00,SHIP_03,160,94,40,8,9,9,2205.8,1283.7,176,113,2100,230,0.25,0.6112857142857143,1.0503809523809524,True,105.80000000000018,816.3,Overbooked,105.80000000000018,8,Medium
Rostock,Trelleborg,2025-03-14,22:00,SHIP_02,151,87,43,7,10,4,2105.0,1182.8,174,113,2000,220,0.2847682119205298,0.5913999999999999,1.0525,True,105.0,817.2,Overbooked,105.0,8,Medium
Trelleborg,Swinoujscie,2025-05-04,08:00,SHIP_02,151,82,46,4,13,6,2104.9,1067.7,169,107,2000,220,0.304635761589404,0.53385,1.05245,True,104.90000000000008,932.3,Overbooked,104.90000000000008,7,Medium
Trelleborg,Travemünde,2025-09-27,18:00,SHIP_04,160,105,37,6,8,4,2304.8,1467.4,180,129,2200,250,0.23125,0.667,1.0476363636363637,True,104.80000000000018,732.5999999999999,Overbooked,104.80000000000018,7,Medium
Travemünde,Trelleborg,2024-03-01,08:00,SHIP_05,183,109,57,5,7,5,2504.5,1453.5,213,137,2400,280,0.3114754098360656,0.605625,1.0435416666666666,True,104.5,946.5,Overbooked,104.5,7,Medium
Rostock,Trelleborg,2024-06-15,14:00,SHIP_05,174,97,55,9,6,7,2504.2,1354.3,190,110,2400,280,0.3160919540229885,0.5642916666666666,1.0434166666666669,True,104.19999999999982,1045.7,Overbooked,104.19999999999982,7,Medium
Trelleborg,Rostock,2024-10-06,22:00,SHIP_05,176,100,47,5,16,8,2504.0,1362.5,195,130,2400,280,0.2670454545454545,0.5677083333333334,1.0433333333333332,True,104.0,1037.5,Overbooked,104.0,7,Medium
Klaipeda,Travemünde,2024-01-14,22:00,SHIP_03,158,92,42,5,10,9,2203.5,1256.3,178,117,2100,230,0.2658227848101265,0.5982380952380952,1.0492857142857144,True,103.5,843.7,Overbooked,103.5,7,Medium
Klaipeda,Rostock,2025-08-16,14:00,SHIP_03,155,88,42,9,9,7,2203.3,1219.4,183,110,2100,230,0.2709677419354839,0.5806666666666667,1.0491904761904762,True,103.30000000000018,880.5999999999999,Overbooked,103.30000000000018,7,Medium
Rostock,Klaipeda,2024-10-03,18:00,SHIP_03,153,91,42,7,9,4,2203.2,1293.2,176,112,2100,230,0.2745098039215686,0.6158095238095238,1.0491428571428572,True,103.19999999999982,806.8,Overbooked,103.19999999999982,7,Medium
Travemünde,Klaipeda,2025-02-14,06:00,SHIP_05,184,112,50,5,10,7,2502.9,1518.6,213,140,2400,280,0.2717391304347826,0.6327499999999999,1.042875,True,102.90000000000008,881.4000000000001,Overbooked,102.90000000000008,7,Medium
Travemünde,Trelleborg,2024-10-01,22:00,SHIP_04,172,98,50,2,12,10,2302.7,1265.1,200,131,2200,250,0.2906976744186046,0.5750454545454545,1.046681818181818,True,102.69999999999982,934.9,Overbooked,102.69999999999982,7,Medium
Swinoujscie,Trelleborg,2024-04-08,10:00,SHIP_04,164,99,41,5,13,6,2302.3,1320.1,190,130,2200,250,0.25,0.6000454545454545,1.0465,True,102.30000000000018,879.9000000000001,Overbooked,102.30000000000018,7,Medium
Trelleborg,Travemünde,2024-11-14,06:00,SHIP_02,142,84,34,4,13,7,2102.2,1222.4,163,108,2000,220,0.2394366197183098,0.6112000000000001,1.0511,True,102.19999999999982,777.5999999999999,Overbooked,102.19999999999982,7,Medium
Travemünde,Trelleborg,2024-12-31,08:00,SHIP_02,155,83,44,11,8,9,2102.1,1056.6,168,98,2000,220,0.2838709677419355,0.5283,1.05105,True,102.09999999999992,943.4,Overbooked,102.09999999999992,7,Medium
Travemünde,Klaipeda,2025-04-08,22:00,SHIP_04,163,94,45,7,12,5,2302.1,1309.6,194,125,2200,250,0.2760736196319018,0.5952727272727273,1.0464090909090908,True,102.09999999999992,890.4000000000001,Overbooked,102.09999999999992,7,Medium
Rostock,Trelleborg,2025-04-27,18:00,SHIP_03,159,103,41,6,5,4,2201.8,1369.5,179,124,2100,230,0.2578616352201258,0.6521428571428571,1.0484761904761906,True,101.80000000000018,730.5,Overbooked,101.80000000000018,7,Medium
Klaipeda,Rostock,2025-10-01,22:00,SHIP_02,152,84,47,8,11,2,2101.6,1134.2,181,113,2000,220,0.3092105263157895,0.5671,1.0508,True,101.59999999999992,865.8,Overbooked,101.59999999999992,7,Medium
Trelleborg,Rostock,2025-09-01,14:00,SHIP_05,177,113,42,8,7,7,2501.6,1525.0,205,141,2400,280,0.2372881355932203,0.6354166666666666,1.0423333333333331,True,101.59999999999992,875.0,Overbooked,101.59999999999992,7,Medium
Rostock,Trelleborg,2025-11-16,08:00,SHIP_05,177,103,50,5,15,4,2501.5,1403.3,208,140,2400,280,0.2824858757062147,0.5847083333333333,1.0422916666666666,True,101.5,996.7,Overbooked,101.5,7,Medium
Swinoujscie,Trelleborg,2024-10-16,18:00,SHIP_04,160,89,49,7,8,7,2301.3,1248.7,183,111,2200,250,0.30625,0.5675909090909091,1.0460454545454547,True,101.30000000000018,951.3,Overbooked,101.30000000000018,7,Medium
Trelleborg,Swinoujscie,2024-06-02,22:00,SHIP_03,158,99,40,10,6,3,2201.3,1395.6,186,120,2100,230,0.2531645569620253,0.6645714285714285,1.0482380952380954,True,101.30000000000018,704.4000000000001,Overbooked,101.30000000000018,7,Medium
Trelleborg,Travemünde,2024-10-28,22:00,SHIP_03,160,98,41,4,11,6,2201.3,1324.0,182,124,2100,230,0.25625,0.6304761904761905,1.0482380952380954,True,101.30000000000018,776.0,Overbooked,101.30000000000018,7,Medium
Klaipeda,Rostock,2024-09-27,08:00,SHIP_05,178,104,48,8,11,7,2501.1,1332.5,210,137,2400,280,0.2696629213483146,0.5552083333333333,1.042125,True,101.09999999999992,1067.5,Overbooked,101.09999999999992,7,Medium
Trelleborg,Rostock,2025-04-12,08:00,SHIP_04,160,98,46,6,6,4,2301.1,1382.7,180,118,2200,250,0.2875,0.6285000000000001,1.0459545454545454,True,101.09999999999992,817.3,Overbooked,101.09999999999992,7,Medium
Trelleborg,Swinoujscie,2025-09-09,14:00,SHIP_04,165,94,45,9,12,5,2300.9,1267.8,195,125,2200,250,0.2727272727272727,0.5762727272727273,1.0458636363636364,True,100.90000000000008,932.2,Overbooked,100.90000000000008,7,Medium
Trelleborg,Rostock,2024-10-29,08:00,SHIP_02,146,85,41,6,6,8,2100.9,1196.3,172,106,2000,220,0.2808219178082192,0.59815,1.05045,True,100.90000000000008,803.7,Overbooked,100.90000000000008,7,Medium
Trelleborg,Rostock,2024-12-22,14:00,SHIP_05,175,97,49,7,15,7,2500.8,1346.9,212,139,2400,280,0.28,0.5612083333333334,1.042,True,100.80000000000018,1053.1,Overbooked,100.80000000000018,7,Medium
Swinoujscie,Trelleborg,2025-05-14,18:00,SHIP_05,183,114,46,6,11,6,2500.8,1534.3,207,144,2400,280,0.2513661202185792,0.6392916666666667,1.042,True,100.80000000000018,865.7,Overbooked,100.80000000000018,7,Medium
Travemünde,Trelleborg,2024-03-24,18:00,SHIP_05,180,112,39,12,14,3,2500.7,1512.4,205,146,2400,280,0.2166666666666666,0.6301666666666667,1.041958333333333,True,100.69999999999982,887.5999999999999,Overbooked,100.69999999999982,7,Medium
Rostock,Trelleborg,2024-07-06,08:00,SHIP_04,165,97,49,7,9,3,2300.0,1332.1,195,127,2200,250,0.296969696969697,0.6054999999999999,1.0454545454545454,True,100.0,867.9000000000001,Overbooked,100.0,7,Medium
Klaipeda,Rostock,2024-01-18,06:00,SHIP_05,176,109,43,7,12,5,2499.9,1467.6,203,134,2400,280,0.2443181818181818,0.6114999999999999,1.041625,True,99.90000000000008,932.4,Overbooked,99.90000000000008,7,Low
Travemünde,Trelleborg,2024-10-16,14:00,SHIP_05,187,109,49,6,15,8,2499.8,1469.0,211,136,2400,280,0.2620320855614973,0.6120833333333333,1.0415833333333333,True,99.80000000000018,931.0,Overbooked,99.80000000000018,7,Low
Trelleborg,Swinoujscie,2024-08-10,18:00,SHIP_02,150,99,33,8,8,2,2099.7,1352.1,175,126,2000,220,0.22,0.6760499999999999,1.04985,True,99.69999999999982,647.9000000000001,Overbooked,99.69999999999982,7,Low
Trelleborg,Travemünde,2025-05-24,14:00,SHIP_04,164,91,46,7,16,4,2299.5,1253.2,182,118,2200,250,0.2804878048780488,0.5696363636363636,1.045227272727273,True,99.5,946.8,Overbooked,99.5,7,Low
Rostock,Klaipeda,2025-04-05,22:00,SHIP_03,156,100,33,8,13,2,2199.3,1392.6,185,134,2100,230,0.2115384615384615,0.6631428571428571,1.0472857142857144,True,99.30000000000018,707.4000000000001,Overbooked,99.30000000000018,7,Low
Trelleborg,Rostock,2025-02-18,10:00,SHIP_01,139,80,37,7,12,3,1899.2,1071.2,165,110,1800,180,0.2661870503597122,0.5951111111111111,1.055111111111111,True,99.20000000000005,728.8,Overbooked,99.20000000000005,7,Low
Trelleborg,Rostock,2025-11-06,10:00,SHIP_04,166,113,34,6,8,5,2298.1,1541.6,194,143,2200,250,0.2048192771084337,0.7007272727272726,1.0445909090909091,True,98.09999999999992,658.4000000000001,Overbooked,98.09999999999992,7,Low
Rostock,Klaipeda,2025-12-21,14:00,SHIP_04,168,101,50,9,4,4,2298.0,1360.0,187,117,2200,250,0.2976190476190476,0.6181818181818182,1.0445454545454544,True,98.0,840.0,Overbooked,98.0,7,Low
Travemünde,Trelleborg,2025-10-27,10:00,SHIP_03,155,95,40,4,10,6,2197.6,1326.5,172,121,2100,230,0.2580645161290322,0.6316666666666667,1.0464761904761903,True,97.59999999999992,773.5,Overbooked,97.59999999999992,7,Low
Trelleborg,Swinoujscie,2024-06-05,06:00,SHIP_05,176,113,41,7,7,8,2497.4,1547.9,199,136,2400,280,0.2329545454545454,0.6449583333333334,1.0405833333333334,True,97.40000000000008,852.0999999999999,Overbooked,97.40000000000008,7,Low
Trelleborg,Swinoujscie,2025-09-11,08:00,SHIP_01,134,75,40,5,10,4,1897.2,1024.1,149,94,1800,180,0.2985074626865671,0.5689444444444444,1.054,True,97.20000000000005,775.9000000000001,Overbooked,97.20000000000005,7,Low
Rostock,Klaipeda,2024-06-30,14:00,SHIP_03,151,76,51,7,10,7,2197.0,1078.7,172,96,2100,230,0.3377483443708609,0.5136666666666667,1.046190476190476,True,97.0,1021.3,Overbooked,97.0,7,Low
Klaipeda,Rostock,2025-11-16,08:00,SHIP_02,146,94,29,7,13,3,2096.5,1310.6,166,122,2000,220,0.1986301369863013,0.6553,1.04825,True,96.5,689.4000000000001,Overbooked,96.5,7,Low
Swinoujscie,Trelleborg,2024-05-29,14:00,SHIP_03,154,92,36,9,10,7,2196.2,1270.1,171,111,2100,230,0.2337662337662337,0.6048095238095238,1.0458095238095235,True,96.19999999999982,829.9000000000001,Overbooked,96.19999999999982,7,Low
Klaipeda,Travemünde,2024-10-30,18:00,SHIP_02,154,93,43,7,10,1,2096.0,1253.8,172,116,2000,220,0.2792207792207792,0.6269,1.048,True,96.0,746.2,Overbooked,96.0,7,Low
Trelleborg,Travemünde,2025-08-30,18:00,SHIP_03,153,84,45,7,12,5,2195.9,1174.5,184,117,2100,230,0.2941176470588235,0.5592857142857143,1.0456666666666667,True,95.90000000000008,925.5,Overbooked,95.90000000000008,7,Low
Swinoujscie,Trelleborg,2025-01-17,06:00,SHIP_02,146,87,41,6,9,3,2095.7,1207.9,162,110,2000,220,0.2808219178082192,0.6039500000000001,1.04785,True,95.69999999999982,792.0999999999999,Overbooked,95.69999999999982,7,Low
Trelleborg,Rostock,2025-03-31,10:00,SHIP_03,162,89,50,9,8,6,2195.6,1212.5,182,108,2100,230,0.3086419753086419,0.5773809523809523,1.0455238095238095,True,95.59999999999992,887.5,Overbooked,95.59999999999992,7,Low
Swinoujscie,Trelleborg,2025-08-23,22:00,SHIP_04,163,100,43,8,7,5,2295.6,1349.4,188,121,2200,250,0.263803680981595,0.6133636363636364,1.0434545454545454,True,95.59999999999992,850.5999999999999,Overbooked,95.59999999999992,7,Low
Rostock,Klaipeda,2024-12-13,06:00,SHIP_05,183,100,63,6,12,2,2495.5,1315.5,202,126,2400,280,0.3442622950819672,0.548125,1.039791666666667,True,95.5,1084.5,Overbooked,95.5,7,Low
Swinoujscie,Trelleborg,2025-12-26,14:00,SHIP_03,157,91,49,7,6,4,2195.3,1228.6,179,113,2100,230,0.3121019108280254,0.585047619047619,1.0453809523809523,True,95.30000000000018,871.4000000000001,Overbooked,95.30000000000018,7,Low
Klaipeda,Rostock,2025-01-01,06:00,SHIP_01,138,79,37,10,9,3,1895.1,1088.2,158,100,1800,180,0.2681159420289855,0.6045555555555556,1.0528333333333333,True,95.09999999999992,711.8,Overbooked,95.09999999999992,7,Low
Trelleborg,Swinoujscie,2025-07-07,06:00,SHIP_05,180,97,53,11,14,5,2494.9,1331.5,202,121,2400,280,0.2944444444444444,0.5547916666666667,1.0395416666666668,True,94.90000000000008,1068.5,Overbooked,94.90000000000008,7,Low
Rostock,Trelleborg,2025-01-30,08:00,SHIP_02,145,84,42,6,5,8,2094.5,1174.7,169,103,2000,220,0.2896551724137931,0.58735,1.04725,True,94.5,825.3,Overbooked,94.5,7,Low
Trelleborg,Travemünde,2025-06-23,06:00,SHIP_01,141,90,35,4,9,3,1893.9,1174.4,157,110,1800,180,0.2482269503546099,0.6524444444444445,1.0521666666666667,True,93.90000000000008,625.5999999999999,Overbooked,93.90000000000008,7,Low
Klaipeda,Travemünde,2024-10-29,22:00,SHIP_01,142,96,30,3,9,4,1893.6,1211.6,167,123,1800,180,0.2112676056338028,0.6731111111111111,1.052,True,93.59999999999992,588.4000000000001,Overbooked,93.59999999999992,7,Low
Travemünde,Trelleborg,2025-02-15,10:00,SHIP_03,154,96,40,7,6,5,2193.6,1313.7,176,115,2100,230,0.2597402597402597,0.6255714285714286,1.0445714285714285,True,93.59999999999992,786.3,Overbooked,93.59999999999992,7,Low
Rostock,Klaipeda,2024-08-22,22:00,SHIP_02,145,85,38,4,9,9,2093.4,1197.2,162,106,2000,220,0.2620689655172414,0.5986,1.0467,True,93.40000000000008,802.8,Overbooked,93.40000000000008,7,Low
Klaipeda,Rostock,2024-03-14,10:00,SHIP_01,128,71,40,7,7,3,1892.9,1009.9,144,89,1800,180,0.3125,0.5610555555555555,1.051611111111111,True,92.90000000000008,790.1,Overbooked,92.90000000000008,7,Low
Travemünde,Klaipeda,2025-09-26,08:00,SHIP_01,137,91,35,4,4,3,1892.1,1202.8,158,112,1800,180,0.2554744525547445,0.6682222222222222,1.0511666666666666,True,92.09999999999992,597.2,Overbooked,92.09999999999992,7,Low
Trelleborg,Rostock,2024-04-18,14:00,SHIP_01,134,82,34,1,9,8,1892.0,1162.6,154,108,1800,180,0.2537313432835821,0.6458888888888888,1.051111111111111,True,92.0,637.4000000000001,Overbooked,92.0,7,Low
Trelleborg,Rostock,2024-12-20,06:00,SHIP_04,166,99,45,13,5,4,2291.7,1311.8,189,121,2200,250,0.2710843373493976,0.5962727272727273,1.0416818181818182,True,91.69999999999982,888.2,Overbooked,91.69999999999982,7,Low
Rostock,Klaipeda,2025-02-01,14:00,SHIP_02,149,97,35,12,3,2,2091.7,1333.8,178,117,2000,220,0.2348993288590604,0.6668999999999999,1.04585,True,91.69999999999982,666.2,Overbooked,91.69999999999982,7,Low
Klaipeda,Travemünde,2025-11-25,06:00,SHIP_03,160,94,44,9,7,6,2191.7,1210.3,183,117,2100,230,0.275,0.5763333333333334,1.0436666666666663,True,91.69999999999982,889.7,Overbooked,91.69999999999982,7,Low
Rostock,Klaipeda,2024-11-17,18:00,SHIP_02,143,81,35,5,11,11,2091.2,1170.1,159,104,2000,220,0.2447552447552447,0.58505,1.0456,True,91.19999999999982,829.9000000000001,Overbooked,91.19999999999982,7,Low
Trelleborg,Rostock,2024-06-13,18:00,SHIP_01,131,82,38,1,7,3,1890.8,1121.8,150,100,1800,180,0.2900763358778626,0.6232222222222222,1.0504444444444443,True,90.79999999999995,678.2,Overbooked,90.79999999999995,6,Low
Rostock,Trelleborg,2024-12-19,18:00,SHIP_02,141,84,37,9,10,1,2090.6,1200.8,162,111,2000,220,0.2624113475177305,0.6003999999999999,1.0453,True,90.59999999999992,799.2,Overbooked,90.59999999999992,6,Low
Rostock,Trelleborg,2024-08-25,14:00,SHIP_01,140,85,37,4,9,5,1890.3,1129.8,169,118,1800,180,0.2642857142857143,0.6276666666666666,1.0501666666666667,True,90.29999999999995,670.2,Overbooked,90.29999999999995,6,Low
Swinoujscie,Trelleborg,2025-10-04,10:00,SHIP_01,136,82,35,13,4,2,1890.2,1130.2,150,94,1800,180,0.2573529411764705,0.6278888888888889,1.0501111111111112,True,90.20000000000005,669.8,Overbooked,90.20000000000005,6,Low
Trelleborg,Travemünde,2025-02-27,22:00,SHIP_02,152,89,44,6,10,3,2089.7,1186.0,181,114,2000,220,0.2894736842105263,0.593,1.0448499999999998,True,89.69999999999982,814.0,Overbooked,89.69999999999982,6,Low
Rostock,Trelleborg,2024-02-11,18:00,SHIP_03,156,92,38,6,11,9,2189.5,1266.6,183,120,2100,230,0.2435897435897435,0.6031428571428571,1.0426190476190476,True,89.5,833.4000000000001,Overbooked,89.5,6,Low
Travemünde,Trelleborg,2025-11-17,06:00,SHIP_03,160,97,42,6,10,5,2189.3,1260.2,190,125,2100,230,0.2625,0.6000952380952381,1.0425238095238096,True,89.30000000000018,839.8,Overbooked,89.30000000000018,6,Low
Trelleborg,Swinoujscie,2025-06-16,10:00,SHIP_03,158,87,44,10,12,5,2189.3,1188.5,179,111,2100,230,0.2784810126582278,0.565952380952381,1.0425238095238096,True,89.30000000000018,911.5,Overbooked,89.30000000000018,6,Low
Klaipeda,Travemünde,2024-02-06,18:00,SHIP_02,143,81,37,10,11,4,2089.1,1121.0,169,104,2000,220,0.2587412587412587,0.5605,1.04455,True,89.09999999999991,879.0,Overbooked,89.09999999999991,6,Low
Travemünde,Klaipeda,2024-08-06,10:00,SHIP_01,142,88,38,6,9,1,1888.9,1153.4,164,108,1800,180,0.2676056338028169,0.6407777777777778,1.049388888888889,True,88.90000000000009,646.5999999999999,Overbooked,88.90000000000009,6,Low
Klaipeda,Travemünde,2024-12-23,22:00,SHIP_05,180,100,51,5,19,5,2488.8,1355.2,211,136,2400,280,0.2833333333333333,0.5646666666666667,1.037,True,88.80000000000018,1044.8,Overbooked,88.80000000000018,6,Low
Trelleborg,Rostock,2024-12-12,08:00,SHIP_04,156,99,37,8,7,5,2288.7,1411.3,182,125,2200,250,0.2371794871794871,0.6415,1.0403181818181817,True,88.69999999999982,788.7,Overbooked,88.69999999999982,6,Low
Klaipeda,Travemünde,2024-03-10,08:00,SHIP_05,173,110,47,7,8,1,2488.6,1560.1,195,137,2400,280,0.2716763005780346,0.6500416666666666,1.0369166666666667,True,88.59999999999991,839.9000000000001,Overbooked,88.59999999999991,6,Low
Swinoujscie,Trelleborg,2024-04-11,22:00,SHIP_02,142,100,34,4,2,2,2088.6,1394.8,164,121,2000,220,0.2394366197183098,0.6974,1.0443,True,88.59999999999991,605.2,Overbooked,88.59999999999991,6,Low
Travemünde,Klaipeda,2024-12-03,14:00,SHIP_03,158,93,46,6,8,5,2188.5,1270.8,185,117,2100,230,0.2911392405063291,0.6051428571428571,1.042142857142857,True,88.5,829.2,Overbooked,88.5,6,Low
Rostock,Trelleborg,2024-06-21,18:00,SHIP_01,143,83,49,4,5,2,1888.4,1115.2,164,97,1800,180,0.3426573426573426,0.6195555555555555,1.049111111111111,True,88.40000000000009,684.8,Overbooked,88.40000000000009,6,Low
Travemünde,Klaipeda,2025-06-24,06:00,SHIP_04,161,99,38,7,8,9,2288.3,1354.0,185,123,2200,250,0.2360248447204969,0.6154545454545455,1.0401363636363636,True,88.30000000000018,846.0,Overbooked,88.30000000000018,6,Low
Trelleborg,Rostock,2025-11-16,22:00,SHIP_01,132,83,29,9,7,4,1888.3,1159.4,153,103,1800,180,0.2196969696969697,0.6441111111111112,1.0490555555555556,True,88.29999999999995,640.5999999999999,Overbooked,88.29999999999995,6,Low
Swinoujscie,Trelleborg,2024-12-31,08:00,SHIP_03,153,96,41,2,11,3,2188.2,1336.2,177,125,2100,230,0.2679738562091503,0.6362857142857143,1.0419999999999998,True,88.19999999999982,763.8,Overbooked,88.19999999999982,6,Low
Travemünde,Trelleborg,2025-11-10,10:00,SHIP_01,133,78,43,2,7,3,1888.1,1095.7,159,104,1800,180,0.3233082706766917,0.6087222222222223,1.0489444444444445,True,88.09999999999991,704.3,Overbooked,88.09999999999991,6,Low
Swinoujscie,Trelleborg,2024-03-15,08:00,SHIP_05,178,97,52,7,14,8,2488.0,1349.0,210,136,2400,280,0.2921348314606741,0.5620833333333334,1.0366666666666666,True,88.0,1051.0,Overbooked,88.0,6,Low
Swinoujscie,Trelleborg,2024-10-11,06:00,SHIP_04,162,97,42,6,12,5,2287.9,1338.1,187,127,2200,250,0.2592592592592592,0.6082272727272727,1.0399545454545456,True,87.90000000000009,861.9000000000001,Overbooked,87.90000000000009,6,Low
Trelleborg,Travemünde,2024-10-27,08:00,SHIP_02,145,95,33,7,8,2,2087.8,1361.6,164,115,2000,220,0.2275862068965517,0.6808,1.0439,True,87.80000000000018,638.4000000000001,Overbooked,87.80000000000018,6,Low
Swinoujscie,Trelleborg,2024-08-10,06:00,SHIP_02,149,82,41,6,13,7,2087.7,1145.3,177,111,2000,220,0.2751677852348993,0.57265,1.04385,True,87.69999999999982,854.7,Overbooked,87.69999999999982,6,Low
Travemünde,Klaipeda,2024-04-11,08:00,SHIP_02,151,90,41,7,11,2,2087.7,1219.5,170,115,2000,220,0.271523178807947,0.60975,1.04385,True,87.69999999999982,780.5,Overbooked,87.69999999999982,6,Low
Klaipeda,Rostock,2024-09-03,06:00,SHIP_05,174,97,49,9,14,5,2487.5,1341.4,191,122,2400,280,0.2816091954022988,0.5589166666666667,1.0364583333333333,True,87.5,1058.6,Overbooked,87.5,6,Low
Rostock,Trelleborg,2025-05-17,08:00,SHIP_02,153,92,33,11,14,3,2087.4,1238.4,175,121,2000,220,0.2156862745098039,0.6192000000000001,1.0437,True,87.40000000000009,761.5999999999999,Overbooked,87.40000000000009,6,Low
