Sailing ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total Meter,Total Head
S000696,Klaipeda,Rostock,2025-11-19,10:00,SHIP_07,1900,200
S000697,Klaipeda,Rostock,2024-03-31,06:00,SHIP_08,2300,260
S000698,Travemünde,Klaipeda,2025-01-14,06:00,SHIP_01,1800,180
S000699,Rostock,Klaipeda,2024-11-03,22:00,SHIP_06,2100,230
S000700,Swinoujscie,Trelleborg,2025-02-16,10:00,SHIP_02,2000,220
S000701,Rostock,Trelleborg,2025-02-06,08:00,SHIP_04,2400,280
S000702,Trelleborg,Rostock,2024-11-25,06:00,SHIP_08,2300,260
S000703,Travemünde,Trelleborg,2024-06-10,18:00,SHIP_03,2200,250
S000704,Rostock,Trelleborg,2024-04-05,08:00,SHIP_05,2600,300
S000705,Trelleborg,Swinoujscie,2025-01-20,18:00,SHIP_06,2100,230
S000706,Trelleborg,Travemünde,2024-01-14,22:00,SHIP_04,2400,280
S000707,Trelleborg,Rostock,2024-12-31,22:00,SHIP_05,2600,300
S000708,Trelleborg,Swinoujscie,2024-02-12,06:00,SHIP_02,2000,220
S000709,Travemünde,Klaipeda,2025-11-15,22:00,SHIP_05,2600,300
S000710,Travemünde,Klaipeda,2025-04-27,22:00,SHIP_04,2400,280
S000711,Klaipeda,Travemünde,2024-11-25,14:00,SHIP_05,2600,300
S000712,Trelleborg,Swinoujscie,2025-05-07,22:00,SHIP_06,2100,230
S000713,Rostock,Trelleborg,2024-04-12,06:00,SHIP_01,1800,180
S000714,Swinoujscie,Trelleborg,2025-02-07,18:00,SHIP_03,2200,250
S000715,Rostock,Trelleborg,2024-03-19,14:00,SHIP_01,1800,180
S000716,Trelleborg,Travemünde,2024-07-02,18:00,SHIP_05,2600,300
S000717,Trelleborg,Travemünde,2024-04-06,14:00,SHIP_04,2400,280
S000718,Trelleborg,Rostock,2024-08-11,18:00,SHIP_03,2200,250
S000719,Swinoujscie,Trelleborg,2025-07-26,22:00,SHIP_08,2300,260
S000720,Swinoujscie,Trelleborg,2024-12-10,08:00,SHIP_03,2200,250
S000721,Klaipeda,Travemünde,2025-12-15,18:00,SHIP_04,2400,280
S000722,Rostock,Trelleborg,2025-09-19,22:00,SHIP_08,2300,260
S000723,Trelleborg,Rostock,2024-11-25,22:00,SHIP_06,2100,230
S000724,Travemünde,Klaipeda,2025-05-05,22:00,SHIP_07,1900,200
S000725,Swinoujscie,Trelleborg,2025-06-20,08:00,SHIP_02,2000,220
S000726,Travemünde,Trelleborg,2024-09-10,18:00,SHIP_03,2200,250
S000727,Rostock,Klaipeda,2024-06-18,22:00,SHIP_05,2600,300
S000728,Trelleborg,Travemünde,2024-12-13,06:00,SHIP_05,2600,300
S000729,Travemünde,Trelleborg,2025-03-17,08:00,SHIP_03,2200,250
S000730,Trelleborg,Swinoujscie,2024-04-30,22:00,SHIP_07,1900,200
S000731,Rostock,Klaipeda,2025-08-11,14:00,SHIP_05,2600,300
S000732,Travemünde,Klaipeda,2025-11-04,06:00,SHIP_02,2000,220
S000733,Rostock,Trelleborg,2024-08-27,06:00,SHIP_01,1800,180
S000734,Trelleborg,Rostock,2024-05-28,14:00,SHIP_07,1900,200
S000735,Trelleborg,Rostock,2024-12-16,18:00,SHIP_05,2600,300
S000736,Rostock,Trelleborg,2024-03-01,08:00,SHIP_08,2300,260
S000737,Rostock,Trelleborg,2025-06-30,06:00,SHIP_01,1800,180
S000738,Klaipeda,Rostock,2025-01-25,22:00,SHIP_02,2000,220
S000739,Klaipeda,Rostock,2025-07-30,18:00,SHIP_01,1800,180
S000740,Travemünde,Klaipeda,2024-03-15,18:00,SHIP_08,2300,260
S000741,Swinoujscie,Trelleborg,2025-06-13,18:00,SHIP_06,2100,230
S000742,Travemünde,Klaipeda,2024-03-09,06:00,SHIP_01,1800,180
S000743,Rostock,Trelleborg,2024-07-27,10:00,SHIP_05,2600,300
S000744,Swinoujscie,Trelleborg,2025-12-01,18:00,SHIP_07,1900,200
S000745,Trelleborg,Rostock,2024-05-08,22:00,SHIP_08,2300,260
S000746,Klaipeda,Travemünde,2025-12-28,18:00,SHIP_05,2600,300
S000747,Swinoujscie,Trelleborg,2024-07-15,06:00,SHIP_04,2400,280
S000748,Travemünde,Klaipeda,2024-10-26,08:00,SHIP_02,2000,220
S000749,Swinoujscie,Trelleborg,2025-07-16,06:00,SHIP_03,2200,250
S000750,Trelleborg,Rostock,2024-04-03,06:00,SHIP_08,2300,260
S000751,Trelleborg,Rostock,2025-06-29,22:00,SHIP_04,2400,280
S000752,Rostock,Klaipeda,2025-04-24,14:00,SHIP_02,2000,220
S000753,Travemünde,Trelleborg,2025-07-03,10:00,SHIP_04,2400,280
S000754,Swinoujscie,Trelleborg,2024-04-01,18:00,SHIP_01,1800,180
S000755,Rostock,Klaipeda,2024-09-10,08:00,SHIP_07,1900,200
S000756,Travemünde,Trelleborg,2025-05-25,06:00,SHIP_06,2100,230
S000757,Rostock,Trelleborg,2024-02-12,18:00,SHIP_05,2600,300
S000758,Travemünde,Klaipeda,2025-07-28,06:00,SHIP_01,1800,180
S000759,Rostock,Trelleborg,2024-06-15,22:00,SHIP_04,2400,280
S000760,Travemünde,Klaipeda,2025-03-19,06:00,SHIP_07,1900,200
S000761,Klaipeda,Travemünde,2024-02-07,06:00,SHIP_07,1900,200
S000762,Swinoujscie,Trelleborg,2025-10-03,22:00,SHIP_01,1800,180
S000763,Klaipeda,Travemünde,2024-06-10,06:00,SHIP_06,2100,230
S000764,Rostock,Trelleborg,2024-08-13,18:00,SHIP_07,1900,200
S000765,Klaipeda,Travemünde,2024-05-04,18:00,SHIP_06,2100,230
S000766,Rostock,Klaipeda,2024-12-29,08:00,SHIP_08,2300,260
S000767,Rostock,Trelleborg,2024-02-25,10:00,SHIP_01,1800,180
S000768,Klaipeda,Travemünde,2024-02-14,18:00,SHIP_04,2400,280
S000769,Trelleborg,Swinoujscie,2024-12-05,22:00,SHIP_08,2300,260
S000770,Swinoujscie,Trelleborg,2024-04-24,06:00,SHIP_02,2000,220
S000771,Rostock,Trelleborg,2025-10-17,10:00,SHIP_04,2400,280
S000772,Travemünde,Trelleborg,2024-05-23,22:00,SHIP_04,2400,280
S000773,Rostock,Klaipeda,2024-11-18,08:00,SHIP_07,1900,200
S000774,Trelleborg,Travemünde,2024-04-22,22:00,SHIP_04,2400,280
S000775,Trelleborg,Travemünde,2025-04-06,22:00,SHIP_07,1900,200
S000776,Travemünde,Klaipeda,2024-06-20,06:00,SHIP_01,1800,180
S000777,Trelleborg,Rostock,2024-12-14,08:00,SHIP_03,2200,250
S000778,Rostock,Klaipeda,2024-04-27,08:00,SHIP_05,2600,300
S000779,Klaipeda,Travemünde,2024-05-09,22:00,SHIP_04,2400,280
S000780,Klaipeda,Rostock,2024-07-29,18:00,SHIP_02,2000,220
S000781,Swinoujscie,Trelleborg,2024-05-27,10:00,SHIP_05,2600,300
S000782,Travemünde,Trelleborg,2024-05-20,10:00,SHIP_01,1800,180
S000783,Klaipeda,Rostock,2024-09-09,22:00,SHIP_04,2400,280
S000784,Trelleborg,Swinoujscie,2024-05-21,18:00,SHIP_01,1800,180
S000785,Trelleborg,Rostock,2024-10-03,08:00,SHIP_04,2400,280
S000786,Travemünde,Klaipeda,2024-12-27,06:00,SHIP_05,2600,300
S000787,Trelleborg,Travemünde,2025-04-23,06:00,SHIP_05,2600,300
S000788,Travemünde,Trelleborg,2024-03-09,06:00,SHIP_03,2200,250
S000789,Trelleborg,Travemünde,2024-07-05,08:00,SHIP_05,2600,300
S000790,Rostock,Klaipeda,2024-07-03,06:00,SHIP_01,1800,180
S000791,Travemünde,Trelleborg,2025-07-05,10:00,SHIP_06,2100,230
S000792,Travemünde,Trelleborg,2025-10-30,10:00,SHIP_04,2400,280
S000793,Klaipeda,Rostock,2024-09-20,10:00,SHIP_05,2600,300
S000794,Travemünde,Klaipeda,2024-01-19,14:00,SHIP_05,2600,300
S000795,Klaipeda,Rostock,2025-07-01,22:00,SHIP_02,2000,220
S000796,Travemünde,Klaipeda,2024-12-28,22:00,SHIP_08,2300,260
S000797,Trelleborg,Rostock,2024-01-28,14:00,SHIP_03,2200,250
S000798,Swinoujscie,Trelleborg,2025-09-24,22:00,SHIP_08,2300,260
S000799,Travemünde,Trelleborg,2024-05-04,18:00,SHIP_07,1900,200
S000800,Swinoujscie,Trelleborg,2025-04-13,14:00,SHIP_02,2000,220
S000801,Trelleborg,Rostock,2025-11-11,18:00,SHIP_03,2200,250
S000802,Swinoujscie,Trelleborg,2025-05-26,14:00,SHIP_01,1800,180
S000803,Trelleborg,Swinoujscie,2024-02-24,14:00,SHIP_06,2100,230
S000804,Klaipeda,Travemünde,2024-10-27,06:00,SHIP_02,2000,220
S000805,Travemünde,Klaipeda,2024-08-11,08:00,SHIP_04,2400,280
S000806,Rostock,Klaipeda,2024-04-22,06:00,SHIP_03,2200,250
S000807,Trelleborg,Swinoujscie,2025-08-08,06:00,SHIP_04,2400,280
S000808,Trelleborg,Travemünde,2025-02-17,08:00,SHIP_02,2000,220
S000809,Travemünde,Klaipeda,2025-06-11,06:00,SHIP_05,2600,300
S000810,Trelleborg,Travemünde,2024-11-08,08:00,SHIP_07,1900,200
S000811,Rostock,Klaipeda,2024-05-18,14:00,SHIP_04,2400,280
S000812,Travemünde,Trelleborg,2025-11-16,18:00,SHIP_06,2100,230
S000813,Travemünde,Trelleborg,2024-12-11,22:00,SHIP_05,2600,300
S000814,Trelleborg,Travemünde,2025-11-04,18:00,SHIP_03,2200,250
S000815,Rostock,Klaipeda,2025-10-23,10:00,SHIP_02,2000,220
S000816,Trelleborg,Rostock,2024-11-21,08:00,SHIP_03,2200,250
S000817,Klaipeda,Travemünde,2025-04-27,22:00,SHIP_08,2300,260
S000818,Trelleborg,Rostock,2024-02-29,08:00,SHIP_01,1800,180
S000819,Klaipeda,Rostock,2025-08-21,18:00,SHIP_01,1800,180
S000820,Trelleborg,Travemünde,2025-07-29,08:00,SHIP_08,2300,260
S000821,Trelleborg,Rostock,2024-02-09,22:00,SHIP_02,2000,220
S000822,Travemünde,Trelleborg,2025-01-22,10:00,SHIP_08,2300,260
S000823,Trelleborg,Rostock,2024-11-16,22:00,SHIP_03,2200,250
S000824,Trelleborg,Rostock,2024-05-08,06:00,SHIP_05,2600,300
S000825,Travemünde,Trelleborg,2024-12-15,06:00,SHIP_04,2400,280
S000826,Travemünde,Trelleborg,2024-01-05,08:00,SHIP_01,1800,180
S000827,Swinoujscie,Trelleborg,2025-02-10,14:00,SHIP_03,2200,250
S000828,Swinoujscie,Trelleborg,2025-12-20,10:00,SHIP_05,2600,300
S000829,Trelleborg,Rostock,2024-06-01,14:00,SHIP_02,2000,220
S000830,Rostock,Klaipeda,2024-09-06,18:00,SHIP_03,2200,250
S000831,Klaipeda,Rostock,2024-08-26,06:00,SHIP_08,2300,260
S000832,Trelleborg,Rostock,2025-02-20,08:00,SHIP_04,2400,280
S000833,Klaipeda,Travemünde,2024-08-12,06:00,SHIP_03,2200,250
S000834,Trelleborg,Swinoujscie,2025-06-21,08:00,SHIP_01,1800,180
S000835,Klaipeda,Rostock,2025-09-28,14:00,SHIP_01,1800,180
S000836,Klaipeda,Rostock,2024-07-24,10:00,SHIP_04,2400,280
S000837,Rostock,Trelleborg,2024-06-04,08:00,SHIP_07,1900,200
S000838,Travemünde,Klaipeda,2025-07-10,06:00,SHIP_02,2000,220
S000839,Klaipeda,Rostock,2025-02-23,18:00,SHIP_05,2600,300
S000840,Trelleborg,Rostock,2025-02-17,08:00,SHIP_03,2200,250
S000841,Klaipeda,Rostock,2025-03-19,06:00,SHIP_04,2400,280
S000842,Rostock,Klaipeda,2025-09-09,18:00,SHIP_03,2200,250
S000843,Trelleborg,Swinoujscie,2024-12-09,22:00,SHIP_07,1900,200
S000844,Trelleborg,Travemünde,2024-03-25,06:00,SHIP_05,2600,300
S000845,Klaipeda,Rostock,2024-07-21,06:00,SHIP_03,2200,250
S000846,Rostock,Klaipeda,2024-06-01,22:00,SHIP_06,2100,230
S000847,Rostock,Trelleborg,2025-03-30,06:00,SHIP_03,2200,250
S000848,Rostock,Klaipeda,2024-08-25,14:00,SHIP_08,2300,260
S000849,Klaipeda,Rostock,2024-08-20,08:00,SHIP_07,1900,200
S000850,Rostock,Klaipeda,2024-11-13,10:00,SHIP_03,2200,250
S000851,Klaipeda,Travemünde,2025-09-13,08:00,SHIP_08,2300,260
S000852,Trelleborg,Travemünde,2024-09-15,10:00,SHIP_03,2200,250
S000853,Klaipeda,Travemünde,2024-08-10,10:00,SHIP_01,1800,180
S000854,Swinoujscie,Trelleborg,2025-09-07,14:00,SHIP_01,1800,180
S000855,Travemünde,Klaipeda,2025-08-07,08:00,SHIP_05,2600,300
S000856,Travemünde,Trelleborg,2025-09-13,10:00,SHIP_07,1900,200
S000857,Rostock,Klaipeda,2025-12-24,10:00,SHIP_08,2300,260
S000858,Travemünde,Trelleborg,2024-02-22,14:00,SHIP_02,2000,220
S000859,Rostock,Klaipeda,2025-01-19,08:00,SHIP_01,1800,180
S000860,Klaipeda,Rostock,2025-09-17,08:00,SHIP_06,2100,230
S000861,Klaipeda,Rostock,2024-10-24,14:00,SHIP_07,1900,200
S000862,Klaipeda,Travemünde,2024-01-17,06:00,SHIP_06,2100,230
S000863,Klaipeda,Travemünde,2025-10-13,06:00,SHIP_03,2200,250
S000864,Swinoujscie,Trelleborg,2024-05-31,18:00,SHIP_01,1800,180
S000865,Swinoujscie,Trelleborg,2025-04-17,06:00,SHIP_07,1900,200
S000866,Travemünde,Trelleborg,2024-06-20,10:00,SHIP_07,1900,200
S000867,Travemünde,Klaipeda,2024-05-25,08:00,SHIP_05,2600,300
S000868,Rostock,Klaipeda,2025-03-20,14:00,SHIP_04,2400,280
S000869,Travemünde,Klaipeda,2025-03-25,10:00,SHIP_05,2600,300
S000870,Trelleborg,Rostock,2024-12-05,10:00,SHIP_07,1900,200
S000871,Rostock,Klaipeda,2025-11-19,10:00,SHIP_01,1800,180
S000872,Klaipeda,Rostock,2024-07-20,22:00,SHIP_07,1900,200
S000873,Rostock,Trelleborg,2025-11-24,18:00,SHIP_02,2000,220
S000874,Travemünde,Trelleborg,2025-10-25,08:00,SHIP_04,2400,280
S000875,Travemünde,Klaipeda,2025-01-05,14:00,SHIP_03,2200,250
S000876,Rostock,Klaipeda,2025-04-16,10:00,SHIP_06,2100,230
S000877,Trelleborg,Swinoujscie,2024-10-24,18:00,SHIP_06,2100,230
S000878,Klaipeda,Rostock,2025-10-21,06:00,SHIP_07,1900,200
S000879,Rostock,Klaipeda,2025-03-04,18:00,SHIP_01,1800,180
S000880,Trelleborg,Swinoujscie,2025-06-06,10:00,SHIP_08,2300,260
S000881,Trelleborg,Swinoujscie,2024-07-14,08:00,SHIP_05,2600,300
S000882,Trelleborg,Travemünde,2025-05-27,22:00,SHIP_03,2200,250
S000883,Trelleborg,Travemünde,2024-07-28,06:00,SHIP_06,2100,230
S000884,Travemünde,Trelleborg,2024-01-10,14:00,SHIP_07,1900,200
S000885,Trelleborg,Rostock,2025-09-14,08:00,SHIP_08,2300,260
S000886,Travemünde,Klaipeda,2024-08-03,10:00,SHIP_08,2300,260
S000887,Rostock,Trelleborg,2024-07-25,06:00,SHIP_04,2400,280
S000888,Klaipeda,Rostock,2025-07-03,22:00,SHIP_04,2400,280
S000889,Travemünde,Trelleborg,2025-09-03,06:00,SHIP_06,2100,230
S000890,Trelleborg,Swinoujscie,2025-08-03,18:00,SHIP_02,2000,220
S000891,Travemünde,Trelleborg,2024-11-16,08:00,SHIP_06,2100,230
S000892,Travemünde,Trelleborg,2024-09-07,22:00,SHIP_05,2600,300
S000893,Klaipeda,Rostock,2024-04-27,06:00,SHIP_05,2600,300
S000894,Klaipeda,Travemünde,2024-02-15,08:00,SHIP_03,2200,250
S000895,Trelleborg,Travemünde,2025-09-12,14:00,SHIP_01,1800,180
S000896,Rostock,Trelleborg,2025-01-07,22:00,SHIP_01,1800,180
S000897,Trelleborg,Travemünde,2025-06-19,22:00,SHIP_03,2200,250
S000898,Rostock,Trelleborg,2024-06-30,08:00,SHIP_03,2200,250
S000899,Klaipeda,Travemünde,2025-01-26,10:00,SHIP_04,2400,280
S000900,Rostock,Trelleborg,2025-08-27,14:00,SHIP_02,2000,220
S000901,Trelleborg,Travemünde,2024-09-18,18:00,SHIP_02,2000,220
S000902,Klaipeda,Travemünde,2024-09-12,18:00,SHIP_02,2000,220
S000903,Trelleborg,Swinoujscie,2025-02-26,18:00,SHIP_07,1900,200
S000904,Klaipeda,Travemünde,2024-09-11,22:00,SHIP_01,1800,180
S000905,Swinoujscie,Trelleborg,2024-07-28,22:00,SHIP_07,1900,200
S000906,Travemünde,Klaipeda,2025-09-26,08:00,SHIP_02,2000,220
S000907,Trelleborg,Rostock,2024-11-25,06:00,SHIP_08,2300,260
S000908,Trelleborg,Travemünde,2025-11-27,10:00,SHIP_08,2300,260
S000909,Klaipeda,Travemünde,2024-10-31,18:00,SHIP_08,2300,260
S000910,Trelleborg,Travemünde,2025-02-20,08:00,SHIP_03,2200,250
S000911,Trelleborg,Travemünde,2024-08-27,22:00,SHIP_06,2100,230
S000912,Trelleborg,Swinoujscie,2025-10-07,08:00,SHIP_06,2100,230
S000913,Travemünde,Trelleborg,2025-12-04,06:00,SHIP_06,2100,230
S000914,Rostock,Trelleborg,2025-07-25,06:00,SHIP_01,1800,180
S000915,Trelleborg,Swinoujscie,2025-10-10,06:00,SHIP_05,2600,300
S000916,Travemünde,Klaipeda,2024-01-28,18:00,SHIP_05,2600,300
S000917,Klaipeda,Rostock,2024-07-23,08:00,SHIP_05,2600,300
S000918,Rostock,Klaipeda,2024-10-13,06:00,SHIP_01,1800,180
S000919,Travemünde,Klaipeda,2024-12-01,08:00,SHIP_06,2100,230
S000920,Travemünde,Klaipeda,2024-05-06,06:00,SHIP_07,1900,200
S000921,Travemünde,Klaipeda,2025-05-16,18:00,SHIP_04,2400,280
S000922,Rostock,Trelleborg,2025-12-09,10:00,SHIP_08,2300,260
S000923,Trelleborg,Swinoujscie,2025-07-25,10:00,SHIP_05,2600,300
S000924,Travemünde,Trelleborg,2024-12-02,08:00,SHIP_03,2200,250
S000925,Klaipeda,Travemünde,2025-08-12,14:00,SHIP_02,2000,220
S000926,Travemünde,Klaipeda,2024-10-03,10:00,SHIP_05,2600,300
S000927,Klaipeda,Travemünde,2025-02-26,08:00,SHIP_02,2000,220
S000928,Klaipeda,Travemünde,2025-02-01,08:00,SHIP_02,2000,220
S000929,Trelleborg,Rostock,2024-03-26,18:00,SHIP_05,2600,300
S000930,Klaipeda,Rostock,2024-10-29,22:00,SHIP_06,2100,230
S000931,Swinoujscie,Trelleborg,2025-07-08,22:00,SHIP_04,2400,280
S000932,Klaipeda,Rostock,2024-03-10,18:00,SHIP_08,2300,260
S000933,Travemünde,Trelleborg,2024-01-22,10:00,SHIP_05,2600,300
S000934,Travemünde,Trelleborg,2025-09-08,22:00,SHIP_07,1900,200
S000935,Trelleborg,Travemünde,2025-07-18,10:00,SHIP_05,2600,300
S000936,Trelleborg,Travemünde,2025-07-29,22:00,SHIP_01,1800,180
S000937,Rostock,Klaipeda,2024-09-17,14:00,SHIP_07,1900,200
S000938,Travemünde,Klaipeda,2025-02-05,06:00,SHIP_01,1800,180
S000939,Swinoujscie,Trelleborg,2024-02-06,08:00,SHIP_07,1900,200
S000940,Trelleborg,Swinoujscie,2024-06-07,22:00,SHIP_03,2200,250
S000941,Trelleborg,Swinoujscie,2024-11-03,06:00,SHIP_06,2100,230
S000942,Swinoujscie,Trelleborg,2024-12-18,18:00,SHIP_06,2100,230
S000943,Trelleborg,Travemünde,2025-03-23,14:00,SHIP_01,1800,180
S000944,Trelleborg,Swinoujscie,2024-09-20,14:00,SHIP_06,2100,230
S000945,Travemünde,Trelleborg,2024-07-26,22:00,SHIP_01,1800,180
S000946,Klaipeda,Travemünde,2025-07-04,14:00,SHIP_03,2200,250
S000947,Travemünde,Trelleborg,2024-06-02,18:00,SHIP_04,2400,280
S000948,Rostock,Trelleborg,2025-12-29,22:00,SHIP_01,1800,180
S000949,Trelleborg,Travemünde,2024-01-24,14:00,SHIP_08,2300,260
S000950,Trelleborg,Swinoujscie,2025-08-20,22:00,SHIP_03,2200,250
S000951,Swinoujscie,Trelleborg,2024-07-12,14:00,SHIP_01,1800,180
S000952,Trelleborg,Rostock,2024-01-18,10:00,SHIP_04,2400,280
S000953,Travemünde,Klaipeda,2024-01-12,14:00,SHIP_07,1900,200
S000954,Trelleborg,Travemünde,2024-05-08,08:00,SHIP_03,2200,250
S000955,Trelleborg,Swinoujscie,2025-11-29,18:00,SHIP_03,2200,250
S000956,Travemünde,Trelleborg,2025-10-12,14:00,SHIP_06,2100,230
S000957,Trelleborg,Swinoujscie,2024-09-06,08:00,SHIP_04,2400,280
S000958,Travemünde,Klaipeda,2024-05-31,22:00,SHIP_06,2100,230
S000959,Trelleborg,Rostock,2024-06-09,08:00,SHIP_01,1800,180
S000960,Trelleborg,Swinoujscie,2024-06-05,22:00,SHIP_06,2100,230
S000961,Rostock,Klaipeda,2024-10-17,22:00,SHIP_05,2600,300
S000962,Rostock,Klaipeda,2025-02-12,14:00,SHIP_01,1800,180
S000963,Klaipeda,Travemünde,2025-06-26,18:00,SHIP_02,2000,220
S000964,Rostock,Trelleborg,2024-02-29,22:00,SHIP_07,1900,200
S000965,Trelleborg,Travemünde,2025-12-18,06:00,SHIP_03,2200,250
S000966,Klaipeda,Rostock,2025-01-17,22:00,SHIP_05,2600,300
S000967,Trelleborg,Swinoujscie,2025-10-13,14:00,SHIP_04,2400,280
S000968,Klaipeda,Rostock,2025-10-31,08:00,SHIP_06,2100,230
S000969,Travemünde,Trelleborg,2025-07-22,22:00,SHIP_05,2600,300
S000970,Rostock,Trelleborg,2024-07-30,14:00,SHIP_03,2200,250
S000971,Swinoujscie,Trelleborg,2024-09-09,10:00,SHIP_07,1900,200
S000972,Trelleborg,Swinoujscie,2025-08-19,10:00,SHIP_05,2600,300
S000973,Trelleborg,Rostock,2025-08-01,06:00,SHIP_07,1900,200
S000974,Rostock,Trelleborg,2024-03-29,10:00,SHIP_02,2000,220
S000975,Rostock,Klaipeda,2024-07-30,22:00,SHIP_05,2600,300
S000976,Rostock,Trelleborg,2024-09-20,18:00,SHIP_05,2600,300
S000977,Klaipeda,Rostock,2025-08-14,06:00,SHIP_04,2400,280
S000978,Trelleborg,Swinoujscie,2024-08-11,18:00,SHIP_02,2000,220
S000979,Rostock,Trelleborg,2024-10-21,14:00,SHIP_02,2000,220
S000980,Trelleborg,Travemünde,2025-02-01,10:00,SHIP_03,2200,250
S000981,Klaipeda,Travemünde,2024-08-07,14:00,SHIP_04,2400,280
S000982,Swinoujscie,Trelleborg,2025-03-28,10:00,SHIP_07,1900,200
S000983,Trelleborg,Rostock,2025-07-15,22:00,SHIP_06,2100,230
S000984,Rostock,Klaipeda,2025-04-24,10:00,SHIP_01,1800,180
S000985,Rostock,Klaipeda,2025-03-21,18:00,SHIP_01,1800,180
S000986,Swinoujscie,Trelleborg,2024-06-20,22:00,SHIP_08,2300,260
S000987,Klaipeda,Travemünde,2024-06-10,18:00,SHIP_05,2600,300
S000988,Klaipeda,Travemünde,2025-04-26,10:00,SHIP_01,1800,180
S000989,Rostock,Trelleborg,2025-10-10,06:00,SHIP_01,1800,180
S000990,Travemünde,Trelleborg,2025-02-16,08:00,SHIP_06,2100,230
S000991,Klaipeda,Rostock,2025-09-16,06:00,SHIP_04,2400,280
S000992,Trelleborg,Rostock,2024-02-01,08:00,SHIP_04,2400,280
S000993,Rostock,Klaipeda,2025-10-04,18:00,SHIP_07,1900,200
S000994,Trelleborg,Travemünde,2024-12-16,10:00,SHIP_05,2600,300
S000995,Trelleborg,Travemünde,2024-02-20,10:00,SHIP_08,2300,260
S000996,Klaipeda,Rostock,2025-02-13,14:00,SHIP_01,1800,180
S000997,Klaipeda,Rostock,2025-01-30,10:00,SHIP_07,1900,200
S000998,Klaipeda,Rostock,2024-01-17,22:00,SHIP_02,2000,220
S000999,Rostock,Trelleborg,2024-11-06,08:00,SHIP_03,2200,250
S001000,Travemünde,Klaipeda,2024-07-26,14:00,SHIP_04,2400,280
S001001,Klaipeda,Rostock,2024-02-24,14:00,SHIP_02,2000,220
S001002,Trelleborg,Travemünde,2025-08-14,10:00,SHIP_02,2000,220
S001003,Swinoujscie,Trelleborg,2024-11-20,14:00,SHIP_01,1800,180
S001004,Trelleborg,Rostock,2024-07-02,22:00,SHIP_05,2600,300
S001005,Travemünde,Klaipeda,2025-11-16,22:00,SHIP_07,1900,200
S001006,Klaipeda,Travemünde,2025-09-04,08:00,SHIP_02,2000,220
S001007,Travemünde,Trelleborg,2025-03-30,22:00,SHIP_07,1900,200
S001008,Trelleborg,Travemünde,2024-07-14,14:00,SHIP_08,2300,260
S001009,Trelleborg,Swinoujscie,2025-05-27,22:00,SHIP_07,1900,200
S001010,Klaipeda,Rostock,2025-03-01,08:00,SHIP_06,2100,230
S001011,Rostock,Trelleborg,2024-01-27,08:00,SHIP_03,2200,250
S001012,Trelleborg,Rostock,2024-05-16,22:00,SHIP_02,2000,220
S001013,Trelleborg,Swinoujscie,2025-08-09,06:00,SHIP_02,2000,220
S001014,Rostock,Trelleborg,2025-01-25,08:00,SHIP_02,2000,220
S001015,Klaipeda,Rostock,2025-11-27,14:00,SHIP_03,2200,250
S001016,Travemünde,Trelleborg,2025-07-19,18:00,SHIP_06,2100,230
S001017,Swinoujscie,Trelleborg,2025-05-22,10:00,SHIP_07,1900,200
S001018,Rostock,Trelleborg,2025-01-27,10:00,SHIP_07,1900,200
S001019,Trelleborg,Travemünde,2024-11-10,18:00,SHIP_02,2000,220
S001020,Klaipeda,Travemünde,2025-07-09,06:00,SHIP_08,2300,260
S001021,Travemünde,Klaipeda,2025-07-15,10:00,SHIP_06,2100,230
S001022,Rostock,Trelleborg,2025-09-04,10:00,SHIP_05,2600,300
S001023,Trelleborg,Rostock,2025-11-04,06:00,SHIP_05,2600,300
S001024,Trelleborg,Swinoujscie,2024-04-22,08:00,SHIP_07,1900,200
S001025,Swinoujscie,Trelleborg,2024-04-26,10:00,SHIP_08,2300,260
S001026,Trelleborg,Swinoujscie,2025-02-02,14:00,SHIP_02,2000,220
S001027,Trelleborg,Rostock,2025-10-18,18:00,SHIP_02,2000,220
S001028,Travemünde,Trelleborg,2025-12-21,08:00,SHIP_08,2300,260
S001029,Klaipeda,Travemünde,2024-08-10,06:00,SHIP_08,2300,260
S001030,Travemünde,Klaipeda,2024-02-07,14:00,SHIP_07,1900,200
S001031,Trelleborg,Swinoujscie,2024-08-26,22:00,SHIP_04,2400,280
S001032,Travemünde,Klaipeda,2025-09-07,18:00,SHIP_06,2100,230
S001033,Rostock,Trelleborg,2024-01-29,18:00,SHIP_05,2600,300
S001034,Travemünde,Klaipeda,2025-07-08,10:00,SHIP_05,2600,300
S001035,Travemünde,Klaipeda,2024-08-21,14:00,SHIP_02,2000,220
S001036,Klaipeda,Travemünde,2025-05-27,18:00,SHIP_03,2200,250
S001037,Klaipeda,Rostock,2025-09-29,10:00,SHIP_05,2600,300
S001038,Travemünde,Klaipeda,2025-04-24,10:00,SHIP_06,2100,230
S001039,Trelleborg,Rostock,2024-03-22,10:00,SHIP_01,1800,180
S001040,Klaipeda,Rostock,2025-09-03,10:00,SHIP_02,2000,220
S001041,Trelleborg,Travemünde,2024-04-18,10:00,SHIP_06,2100,230
S001042,Klaipeda,Travemünde,2024-09-24,18:00,SHIP_06,2100,230
S001043,Rostock,Trelleborg,2024-03-22,18:00,SHIP_03,2200,250
