Departure_Port,Arrival_Port,Sail_Date,Sail_Time,Ship_Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category
Rostock,Klaipeda,2024-10-14,14:00,SHIP_03,149,87,36,6,15,5,2059.0,1182.0,177,122,2100,230,0.2416107382550335,0.5628571428571428,0.9804761904761904,False,0.0,918.0,Normal
Trelleborg,Rostock,2024-09-04,06:00,SHIP_04,157,100,34,6,11,6,2156.8,1363.5,181,130,2200,250,0.2165605095541401,0.6197727272727273,0.9803636363636364,False,0.0,836.5,Normal
Klaipeda,Travemünde,2024-05-29,10:00,SHIP_05,165,87,50,8,15,5,2351.8,1212.2,187,118,2400,280,0.303030303030303,0.5050833333333333,0.9799166666666668,False,0.0,1187.8,High NoShow Risk
Rostock,Klaipeda,2025-08-23,08:00,SHIP_03,153,93,51,1,7,1,2057.6,1172.6,181,118,2100,230,0.3333333333333333,0.5583809523809523,0.9798095238095238,False,0.0,927.4,High NoShow Risk
Klaipeda,Travemünde,2024-11-11,08:00,SHIP_03,146,79,49,4,7,7,2056.7,1089.0,166,96,2100,230,0.3356164383561644,0.5185714285714286,0.9793809523809522,False,0.0,1011.0,High NoShow Risk
Trelleborg,Travemünde,2024-11-26,18:00,SHIP_02,143,84,38,8,10,3,1958.1,1108.6,156,102,2000,220,0.2657342657342657,0.5542999999999999,0.97905,False,0.0,891.4000000000001,High NoShow Risk
Travemünde,Trelleborg,2024-03-09,14:00,SHIP_04,153,95,38,4,12,4,2153.8,1280.4,170,119,2200,250,0.2483660130718954,0.5820000000000001,0.979,False,0.0,919.6,Normal
Trelleborg,Travemünde,2025-03-12,10:00,SHIP_02,137,76,47,4,8,2,1958.0,1043.2,167,101,2000,220,0.3430656934306569,0.5216000000000001,0.979,False,0.0,956.8,High NoShow Risk
Rostock,Klaipeda,2025-09-02,14:00,SHIP_01,127,82,27,3,9,6,1762.1,1100.6,145,104,1800,180,0.2125984251968504,0.6114444444444443,0.9789444444444444,False,0.0,699.4000000000001,Normal
Trelleborg,Rostock,2025-03-07,10:00,SHIP_01,127,67,40,4,10,6,1761.7,931.0,142,87,1800,180,0.3149606299212598,0.5172222222222222,0.9787222222222224,False,0.0,869.0,High NoShow Risk
Rostock,Trelleborg,2025-04-10,06:00,SHIP_02,137,84,39,6,4,4,1957.1,1178.3,153,99,2000,220,0.2846715328467153,0.58915,0.97855,False,0.0,821.7,High NoShow Risk
Swinoujscie,Trelleborg,2025-11-25,18:00,SHIP_02,143,86,35,3,11,8,1957.0,1182.0,161,112,2000,220,0.2447552447552447,0.591,0.9785,False,0.0,818.0,Normal
Trelleborg,Travemünde,2025-12-13,18:00,SHIP_05,172,104,39,11,12,6,2348.4,1375.2,200,135,2400,280,0.2267441860465116,0.5730000000000001,0.9785,False,0.0,1024.8,Normal
Rostock,Klaipeda,2025-11-22,14:00,SHIP_04,154,91,34,10,14,5,2152.3,1271.4,181,124,2200,250,0.2207792207792207,0.5779090909090909,0.978318181818182,False,0.0,928.6,Normal
Rostock,Klaipeda,2025-07-18,08:00,SHIP_03,146,91,43,3,5,4,2054.4,1234.6,167,107,2100,230,0.2945205479452055,0.5879047619047618,0.9782857142857144,False,0.0,865.4000000000001,High NoShow Risk
Trelleborg,Travemünde,2025-11-15,18:00,SHIP_02,143,79,44,8,6,6,1956.4,1084.1,159,92,2000,220,0.3076923076923077,0.5420499999999999,0.9782,False,0.0,915.9,High NoShow Risk
Trelleborg,Swinoujscie,2024-12-11,22:00,SHIP_01,132,80,38,4,8,2,1760.6,1036.7,146,95,1800,180,0.2878787878787879,0.5759444444444445,0.978111111111111,False,0.0,763.3,High NoShow Risk
Trelleborg,Travemünde,2025-04-21,22:00,SHIP_04,158,96,43,3,13,3,2150.7,1284.3,178,120,2200,250,0.2721518987341772,0.5837727272727272,0.977590909090909,False,0.0,915.7,High NoShow Risk
Trelleborg,Swinoujscie,2025-09-11,22:00,SHIP_03,145,90,38,5,8,4,2051.9,1238.7,175,117,2100,230,0.2620689655172414,0.5898571428571429,0.977095238095238,False,0.0,861.3,High NoShow Risk
Klaipeda,Travemünde,2024-09-26,18:00,SHIP_04,159,93,46,3,9,8,2149.6,1212.5,177,111,2200,250,0.2893081761006289,0.5511363636363636,0.977090909090909,False,0.0,987.5,High NoShow Risk
Klaipeda,Travemünde,2025-07-05,22:00,SHIP_01,120,74,28,5,10,3,1758.2,1063.0,134,95,1800,180,0.2333333333333333,0.5905555555555555,0.976777777777778,False,0.0,737.0,Normal
Travemünde,Klaipeda,2025-05-13,14:00,SHIP_03,149,87,44,4,9,5,2050.5,1158.4,174,114,2100,230,0.2953020134228188,0.5516190476190477,0.9764285714285714,False,0.0,941.6,High NoShow Risk
Travemünde,Trelleborg,2024-08-03,08:00,SHIP_05,168,96,56,3,10,3,2343.3,1296.5,194,127,2400,280,0.3333333333333333,0.5402083333333333,0.976375,False,0.0,1103.5,High NoShow Risk
Rostock,Trelleborg,2025-02-01,06:00,SHIP_03,150,93,39,3,11,4,2050.0,1314.7,172,119,2100,230,0.26,0.6260476190476191,0.9761904761904762,False,0.0,785.3,High NoShow Risk
Travemünde,Klaipeda,2025-09-29,18:00,SHIP_05,168,105,38,7,14,4,2342.4,1428.7,194,137,2400,280,0.2261904761904762,0.5952916666666667,0.976,False,0.0,971.3,Normal
Travemünde,Trelleborg,2025-03-25,08:00,SHIP_05,167,94,58,5,6,4,2341.3,1281.2,187,114,2400,280,0.3473053892215569,0.5338333333333334,0.9755416666666668,False,0.0,1118.8,High NoShow Risk
Klaipeda,Rostock,2025-11-20,06:00,SHIP_03,148,89,42,4,6,7,2048.6,1198.8,171,108,2100,230,0.2837837837837837,0.5708571428571428,0.9755238095238096,False,0.0,901.2,High NoShow Risk
Trelleborg,Rostock,2024-03-21,06:00,SHIP_04,147,85,38,7,10,7,2145.4,1206.0,166,110,2200,250,0.2585034013605442,0.5481818181818182,0.9751818181818184,False,0.0,994.0,High NoShow Risk
Klaipeda,Rostock,2025-09-12,08:00,SHIP_04,151,87,48,5,9,2,2144.1,1219.0,173,111,2200,250,0.3178807947019867,0.5540909090909091,0.9745909090909092,False,0.0,981.0,High NoShow Risk
Travemünde,Klaipeda,2025-01-11,22:00,SHIP_05,166,94,52,8,9,3,2338.8,1332.5,190,116,2400,280,0.3132530120481928,0.5552083333333333,0.9745,False,0.0,1067.5,High NoShow Risk
Travemünde,Klaipeda,2024-02-19,22:00,SHIP_05,168,112,33,2,14,7,2337.6,1526.8,189,146,2400,280,0.1964285714285714,0.6361666666666667,0.974,False,0.0,873.2,Normal
Klaipeda,Rostock,2025-12-09,06:00,SHIP_03,148,90,31,13,8,6,2044.7,1220.5,169,116,2100,230,0.2094594594594594,0.5811904761904761,0.9736666666666668,False,0.0,879.5,Normal
Swinoujscie,Trelleborg,2024-10-18,10:00,SHIP_03,143,84,41,9,6,3,2044.6,1140.4,163,104,2100,230,0.2867132867132867,0.5430476190476191,0.9736190476190476,False,0.0,959.6,High NoShow Risk
Trelleborg,Swinoujscie,2024-05-09,10:00,SHIP_01,129,76,39,3,6,5,1751.5,1001.0,152,93,1800,180,0.3023255813953488,0.5561111111111111,0.9730555555555556,False,0.0,799.0,High NoShow Risk
Rostock,Trelleborg,2025-10-30,06:00,SHIP_01,129,69,43,7,8,2,1751.3,932.1,147,90,1800,180,0.3333333333333333,0.5178333333333334,0.9729444444444444,False,0.0,867.9,High NoShow Risk
Travemünde,Trelleborg,2024-10-27,06:00,SHIP_01,130,79,39,2,5,5,1751.3,1021.7,147,97,1800,180,0.3,0.5676111111111112,0.9729444444444444,False,0.0,778.3,High NoShow Risk
Klaipeda,Rostock,2024-07-26,06:00,SHIP_02,138,77,49,5,3,4,1945.8,1059.3,157,93,2000,220,0.3550724637681159,0.52965,0.9729,False,0.0,940.7,High NoShow Risk
Klaipeda,Travemünde,2024-06-17,22:00,SHIP_01,125,75,32,9,6,3,1750.6,1010.4,145,95,1800,180,0.256,0.5613333333333334,0.9725555555555556,False,0.0,789.6,High NoShow Risk
Klaipeda,Travemünde,2024-02-01,18:00,SHIP_05,171,104,46,6,11,4,2334.0,1375.4,188,126,2400,280,0.2690058479532163,0.5730833333333334,0.9725,False,0.0,1024.6,High NoShow Risk
Rostock,Klaipeda,2024-02-28,22:00,SHIP_01,118,78,29,4,6,1,1750.0,1116.5,139,97,1800,180,0.2457627118644068,0.6202777777777778,0.9722222222222222,False,0.0,683.5,Normal
Klaipeda,Rostock,2025-04-23,14:00,SHIP_02,144,93,34,4,13,0,1943.6,1204.6,171,123,2000,220,0.2361111111111111,0.6023,0.9718,False,0.0,795.4000000000001,Normal
Klaipeda,Travemünde,2024-08-25,06:00,SHIP_03,150,85,45,6,9,5,2040.7,1166.8,167,106,2100,230,0.3,0.5556190476190476,0.9717619047619048,False,0.0,933.2,High NoShow Risk
Trelleborg,Travemünde,2024-01-25,18:00,SHIP_03,146,97,34,3,5,7,2040.3,1314.0,167,117,2100,230,0.2328767123287671,0.6257142857142857,0.9715714285714284,False,0.0,786.0,Normal
Travemünde,Trelleborg,2025-11-16,18:00,SHIP_02,143,80,36,7,16,4,1942.9,1056.3,169,117,2000,220,0.2517482517482518,0.52815,0.97145,False,0.0,943.7,High NoShow Risk
Swinoujscie,Trelleborg,2025-05-06,18:00,SHIP_03,147,87,39,5,12,4,2039.9,1157.8,168,114,2100,230,0.2653061224489796,0.5513333333333333,0.9713809523809523,False,0.0,942.2,High NoShow Risk
Trelleborg,Swinoujscie,2024-08-04,14:00,SHIP_05,165,105,36,6,10,8,2331.0,1437.7,196,135,2400,280,0.2181818181818181,0.5990416666666667,0.97125,False,0.0,962.3,Normal
Klaipeda,Travemünde,2024-06-01,10:00,SHIP_01,124,72,34,9,6,3,1748.0,1016.5,144,88,1800,180,0.2741935483870967,0.5647222222222222,0.9711111111111111,False,0.0,783.5,High NoShow Risk
Travemünde,Trelleborg,2025-01-16,06:00,SHIP_02,135,82,35,6,7,5,1941.5,1162.7,156,102,2000,220,0.2592592592592592,0.58135,0.97075,False,0.0,837.3,High NoShow Risk
Klaipeda,Travemünde,2025-09-02,18:00,SHIP_04,153,88,39,8,10,8,2135.6,1189.6,176,114,2200,250,0.2549019607843137,0.5407272727272727,0.9707272727272728,False,0.0,1010.4,High NoShow Risk
Rostock,Trelleborg,2025-08-06,14:00,SHIP_04,153,88,37,10,14,4,2135.6,1175.0,169,112,2200,250,0.2418300653594771,0.5340909090909091,0.9707272727272728,False,0.0,1025.0,Normal
Travemünde,Trelleborg,2024-03-25,18:00,SHIP_01,126,76,33,5,8,4,1747.1,1071.8,148,97,1800,180,0.2619047619047619,0.5954444444444444,0.9706111111111112,False,0.0,728.2,High NoShow Risk
Rostock,Klaipeda,2024-02-23,06:00,SHIP_01,126,78,33,4,6,5,1747.0,1067.7,139,94,1800,180,0.2619047619047619,0.5931666666666667,0.9705555555555556,False,0.0,732.3,High NoShow Risk
Swinoujscie,Trelleborg,2025-07-06,08:00,SHIP_05,172,105,43,8,11,5,2328.7,1373.6,194,131,2400,280,0.25,0.5723333333333332,0.9702916666666666,False,0.0,1026.4,Normal
Trelleborg,Rostock,2024-04-28,10:00,SHIP_01,124,77,30,6,7,4,1746.4,1056.3,142,96,1800,180,0.2419354838709677,0.5868333333333333,0.9702222222222224,False,0.0,743.7,Normal
Rostock,Klaipeda,2024-12-10,22:00,SHIP_01,128,81,28,6,5,8,1745.9,1061.6,149,100,1800,180,0.21875,0.5897777777777777,0.9699444444444444,False,0.0,738.4000000000001,Normal
Rostock,Trelleborg,2025-06-01,14:00,SHIP_03,142,88,39,3,7,5,2036.8,1235.0,167,111,2100,230,0.2746478873239437,0.5880952380952381,0.969904761904762,False,0.0,865.0,High NoShow Risk
Trelleborg,Travemünde,2024-05-16,18:00,SHIP_03,144,83,46,7,4,4,2036.8,1150.0,168,101,2100,230,0.3194444444444444,0.5476190476190477,0.969904761904762,False,0.0,950.0,High NoShow Risk
Rostock,Klaipeda,2024-05-21,22:00,SHIP_03,142,97,32,5,5,3,2036.3,1363.1,162,113,2100,230,0.2253521126760563,0.6490952380952381,0.9696666666666668,False,0.0,736.9000000000001,Normal
Trelleborg,Swinoujscie,2025-03-24,14:00,SHIP_02,139,93,32,2,9,3,1939.1,1304.2,163,119,2000,220,0.2302158273381295,0.6521,0.96955,False,0.0,695.8,Normal
Klaipeda,Travemünde,2025-08-15,22:00,SHIP_02,135,80,32,7,9,7,1938.5,1096.9,156,104,2000,220,0.237037037037037,0.54845,0.96925,False,0.0,903.1,Normal
Swinoujscie,Trelleborg,2024-12-28,18:00,SHIP_05,164,99,41,7,12,5,2325.4,1342.4,187,126,2400,280,0.25,0.5593333333333333,0.9689166666666668,False,0.0,1057.6,Normal
Trelleborg,Swinoujscie,2024-05-05,22:00,SHIP_01,125,78,32,4,7,4,1743.9,1047.0,143,98,1800,180,0.256,0.5816666666666667,0.9688333333333334,False,0.0,753.0,High NoShow Risk
Travemünde,Trelleborg,2024-01-25,06:00,SHIP_05,169,93,55,7,6,8,2325.1,1249.6,199,119,2400,280,0.3254437869822485,0.5206666666666666,0.9687916666666666,False,0.0,1150.4,High NoShow Risk
Rostock,Trelleborg,2024-01-08,14:00,SHIP_02,144,97,32,4,8,3,1937.5,1306.6,168,123,2000,220,0.2222222222222222,0.6533,0.96875,False,0.0,693.4000000000001,Normal
Travemünde,Klaipeda,2025-01-25,08:00,SHIP_03,152,90,33,10,12,7,2034.3,1180.8,177,117,2100,230,0.2171052631578947,0.5622857142857143,0.9687142857142856,False,0.0,919.2,Normal
Rostock,Trelleborg,2025-05-03,06:00,SHIP_03,143,84,40,6,6,7,2034.1,1130.8,165,102,2100,230,0.2797202797202797,0.5384761904761904,0.9686190476190476,False,0.0,969.2,High NoShow Risk
Klaipeda,Rostock,2025-11-10,14:00,SHIP_04,153,95,39,9,7,3,2130.8,1276.7,177,118,2200,250,0.2549019607843137,0.5803181818181818,0.9685454545454546,False,0.0,923.3,High NoShow Risk
Travemünde,Trelleborg,2024-06-11,18:00,SHIP_04,156,91,43,8,11,3,2130.7,1192.9,180,118,2200,250,0.2756410256410256,0.5422272727272728,0.9685,False,0.0,1007.1,High NoShow Risk
Travemünde,Trelleborg,2024-09-15,06:00,SHIP_04,154,88,55,6,2,3,2129.9,1177.3,180,103,2200,250,0.3571428571428571,0.5351363636363636,0.9681363636363636,False,0.0,1022.7,High NoShow Risk
Rostock,Klaipeda,2024-03-06,14:00,SHIP_05,173,97,47,9,14,6,2323.3,1215.7,193,120,2400,280,0.2716763005780346,0.5065416666666667,0.9680416666666668,False,0.0,1184.3,High NoShow Risk
Klaipeda,Rostock,2025-06-27,06:00,SHIP_01,124,82,34,2,4,2,1742.0,1132.4,144,97,1800,180,0.2741935483870967,0.6291111111111112,0.9677777777777776,False,0.0,667.5999999999999,High NoShow Risk
Swinoujscie,Trelleborg,2025-09-27,10:00,SHIP_04,149,77,48,5,10,9,2128.4,1101.2,176,102,2200,250,0.3221476510067114,0.5005454545454545,0.9674545454545456,False,0.0,1098.8,High NoShow Risk
Travemünde,Trelleborg,2024-01-07,18:00,SHIP_05,166,100,45,11,8,2,2321.8,1389.8,192,124,2400,280,0.2710843373493976,0.5790833333333333,0.9674166666666668,False,0.0,1010.2,High NoShow Risk
Trelleborg,Rostock,2025-04-03,10:00,SHIP_05,170,101,42,5,18,4,2320.9,1368.3,192,134,2400,280,0.2470588235294117,0.570125,0.9670416666666668,False,0.0,1031.7,Normal
Trelleborg,Rostock,2024-01-11,10:00,SHIP_02,137,82,34,7,13,1,1933.9,1151.9,156,109,2000,220,0.2481751824817518,0.5759500000000001,0.96695,False,0.0,848.0999999999999,Normal
Trelleborg,Travemünde,2024-07-15,06:00,SHIP_05,168,111,33,5,13,6,2320.1,1548.5,189,141,2400,280,0.1964285714285714,0.6452083333333334,0.9667083333333332,False,0.0,851.5,Normal
Trelleborg,Travemünde,2025-05-12,14:00,SHIP_02,139,76,34,12,10,7,1933.4,1025.2,154,95,2000,220,0.2446043165467626,0.5126000000000001,0.9667,False,0.0,974.8,Normal
Travemünde,Trelleborg,2025-07-03,08:00,SHIP_04,149,89,47,4,5,4,2126.2,1244.0,171,108,2200,250,0.3154362416107382,0.5654545454545454,0.9664545454545452,False,0.0,956.0,High NoShow Risk
Klaipeda,Travemünde,2024-10-01,06:00,SHIP_02,139,84,37,7,4,7,1932.9,1178.6,156,97,2000,220,0.2661870503597122,0.5892999999999999,0.96645,False,0.0,821.4000000000001,High NoShow Risk
Rostock,Trelleborg,2024-10-05,22:00,SHIP_04,155,102,34,10,6,3,2124.7,1329.3,174,122,2200,250,0.2193548387096774,0.6042272727272727,0.9657727272727272,False,0.0,870.7,Normal
Rostock,Trelleborg,2024-06-17,08:00,SHIP_02,140,81,37,6,13,3,1931.4,1088.3,159,103,2000,220,0.2642857142857143,0.54415,0.9657,False,0.0,911.7,High NoShow Risk
Klaipeda,Rostock,2024-10-02,10:00,SHIP_03,146,84,43,7,6,6,2027.9,1130.1,170,104,2100,230,0.2945205479452055,0.5381428571428571,0.9656666666666668,False,0.0,969.9,High NoShow Risk
Trelleborg,Travemünde,2025-09-09,14:00,SHIP_03,144,89,37,8,4,6,2027.9,1227.3,161,106,2100,230,0.2569444444444444,0.5844285714285714,0.9656666666666668,False,0.0,872.7,High NoShow Risk
Travemünde,Klaipeda,2025-12-17,08:00,SHIP_05,168,104,45,12,5,2,2317.4,1430.7,193,124,2400,280,0.2678571428571428,0.596125,0.9655833333333332,False,0.0,969.3,High NoShow Risk
Rostock,Trelleborg,2025-11-17,06:00,SHIP_03,143,79,39,9,6,10,2027.7,1099.8,168,98,2100,230,0.2727272727272727,0.5237142857142857,0.9655714285714286,False,0.0,1000.2,High NoShow Risk
Trelleborg,Travemünde,2025-08-20,10:00,SHIP_04,159,95,40,8,10,6,2123.4,1245.3,184,121,2200,250,0.2515723270440251,0.5660454545454545,0.9651818181818184,False,0.0,954.7,High NoShow Risk
Swinoujscie,Trelleborg,2024-11-10,10:00,SHIP_02,139,79,36,8,12,4,1930.3,1026.4,155,99,2000,220,0.2589928057553957,0.5132000000000001,0.96515,False,0.0,973.6,High NoShow Risk
Swinoujscie,Trelleborg,2025-04-06,18:00,SHIP_05,160,96,40,7,14,3,2316.3,1390.8,178,121,2400,280,0.25,0.5795,0.965125,False,0.0,1009.2,Normal
Rostock,Trelleborg,2024-05-20,14:00,SHIP_01,123,80,25,4,9,5,1736.9,1146.3,139,101,1800,180,0.2032520325203252,0.6368333333333334,0.9649444444444444,False,0.0,653.7,Normal
Travemünde,Klaipeda,2024-03-11,06:00,SHIP_03,145,90,38,7,7,3,2026.2,1214.6,164,108,2100,230,0.2620689655172414,0.5783809523809523,0.9648571428571427,False,0.0,885.4000000000001,High NoShow Risk
Trelleborg,Swinoujscie,2024-11-23,14:00,SHIP_03,145,87,41,4,7,6,2026.1,1167.4,161,108,2100,230,0.2827586206896552,0.5559047619047619,0.9648095238095238,False,0.0,932.6,High NoShow Risk
Trelleborg,Swinoujscie,2025-04-11,10:00,SHIP_02,141,90,36,4,6,5,1929.3,1189.9,169,117,2000,220,0.2553191489361702,0.5949500000000001,0.96465,False,0.0,810.0999999999999,High NoShow Risk
Trelleborg,Rostock,2025-05-19,10:00,SHIP_03,151,99,39,5,6,2,2024.6,1313.9,172,122,2100,230,0.2582781456953642,0.6256666666666667,0.964095238095238,False,0.0,786.0999999999999,High NoShow Risk
Swinoujscie,Trelleborg,2025-05-27,10:00,SHIP_04,150,98,39,4,6,3,2120.7,1338.3,168,116,2200,250,0.26,0.6083181818181818,0.9639545454545454,False,0.0,861.7,High NoShow Risk
Klaipeda,Travemünde,2025-06-14,18:00,SHIP_04,150,81,51,3,8,7,2120.5,1113.7,174,106,2200,250,0.34,0.5062272727272727,0.9638636363636364,False,0.0,1086.3,High NoShow Risk
Rostock,Trelleborg,2025-11-09,08:00,SHIP_04,153,91,41,8,11,2,2120.2,1230.9,178,122,2200,250,0.2679738562091503,0.5595,0.9637272727272728,False,0.0,969.1,High NoShow Risk
Rostock,Trelleborg,2025-09-07,06:00,SHIP_01,131,86,25,6,10,4,1734.4,1154.1,150,111,1800,180,0.1908396946564885,0.6411666666666667,0.9635555555555556,False,0.0,645.9000000000001,Normal
Travemünde,Klaipeda,2024-07-23,18:00,SHIP_04,159,90,52,5,9,3,2119.6,1141.3,177,110,2200,250,0.3270440251572327,0.5187727272727273,0.9634545454545456,False,0.0,1058.7,High NoShow Risk
Travemünde,Trelleborg,2024-10-15,10:00,SHIP_03,145,89,37,5,12,2,2023.2,1214.3,168,114,2100,230,0.2551724137931034,0.5782380952380952,0.9634285714285714,False,0.0,885.7,High NoShow Risk
Travemünde,Klaipeda,2025-02-21,14:00,SHIP_04,150,94,36,5,10,5,2119.1,1327.2,169,115,2200,250,0.24,0.6032727272727273,0.9632272727272728,False,0.0,872.8,Normal
Rostock,Trelleborg,2024-09-04,08:00,SHIP_02,137,77,44,5,9,2,1926.0,1064.6,153,95,2000,220,0.3211678832116788,0.5323,0.963,False,0.0,935.4,High NoShow Risk
Rostock,Klaipeda,2024-08-22,06:00,SHIP_02,136,84,34,8,7,3,1925.8,1156.0,162,111,2000,220,0.25,0.578,0.9629,False,0.0,844.0,Normal
Rostock,Trelleborg,2025-01-21,14:00,SHIP_02,131,86,31,5,5,4,1925.8,1229.0,151,107,2000,220,0.2366412213740458,0.6145,0.9629,False,0.0,771.0,Normal
Rostock,Trelleborg,2025-07-13,08:00,SHIP_01,123,77,35,5,5,1,1733.2,1028.5,149,98,1800,180,0.2845528455284553,0.5713888888888888,0.9628888888888888,False,0.0,771.5,High NoShow Risk
Trelleborg,Travemünde,2024-03-17,10:00,SHIP_01,130,82,30,5,11,2,1733.0,1071.0,152,110,1800,180,0.2307692307692307,0.595,0.9627777777777776,False,0.0,729.0,Normal
Trelleborg,Rostock,2025-12-04,18:00,SHIP_05,168,97,45,7,16,3,2310.4,1294.1,188,124,2400,280,0.2678571428571428,0.5392083333333333,0.9626666666666668,False,0.0,1105.9,High NoShow Risk
Trelleborg,Swinoujscie,2024-02-24,08:00,SHIP_03,140,90,30,6,6,8,2021.2,1253.4,155,105,2100,230,0.2142857142857142,0.5968571428571429,0.9624761904761904,False,0.0,846.5999999999999,Normal
Rostock,Klaipeda,2024-11-01,18:00,SHIP_01,127,72,38,3,8,6,1731.9,949.5,139,89,1800,180,0.2992125984251969,0.5275,0.9621666666666668,False,0.0,850.5,High NoShow Risk
Trelleborg,Rostock,2025-03-04,06:00,SHIP_01,123,60,42,8,5,8,1731.4,836.7,143,76,1800,180,0.3414634146341463,0.4648333333333334,0.9618888888888888,False,0.0,963.3,High NoShow Risk
Travemünde,Trelleborg,2024-06-11,06:00,SHIP_01,128,74,35,8,6,5,1730.6,997.9,142,87,1800,180,0.2734375,0.5543888888888889,0.9614444444444444,False,0.0,802.1,High NoShow Risk
Rostock,Trelleborg,2024-01-09,22:00,SHIP_04,151,85,46,4,11,5,2114.6,1160.8,175,108,2200,250,0.304635761589404,0.5276363636363636,0.961181818181818,False,0.0,1039.2,High NoShow Risk
Klaipeda,Rostock,2025-08-30,18:00,SHIP_02,140,83,35,7,10,5,1921.5,1111.8,167,113,2000,220,0.25,0.5559,0.96075,False,0.0,888.2,Normal
Klaipeda,Rostock,2024-02-19,22:00,SHIP_03,141,78,40,7,11,5,2017.4,1070.2,155,96,2100,230,0.2836879432624113,0.5096190476190476,0.9606666666666668,False,0.0,1029.8,High NoShow Risk
Rostock,Klaipeda,2024-06-30,06:00,SHIP_05,168,111,39,6,7,5,2304.1,1509.9,188,132,2400,280,0.2321428571428571,0.629125,0.9600416666666668,False,0.0,890.0999999999999,Normal
Trelleborg,Rostock,2025-04-16,10:00,SHIP_04,148,89,46,1,6,6,2110.6,1203.7,171,112,2200,250,0.3108108108108108,0.5471363636363636,0.9593636363636364,False,0.0,996.3,High NoShow Risk
Klaipeda,Rostock,2024-07-31,10:00,SHIP_05,165,99,43,8,7,8,2302.4,1305.7,193,122,2400,280,0.2606060606060606,0.5440416666666666,0.9593333333333334,False,0.0,1094.3,High NoShow Risk
Trelleborg,Rostock,2024-09-17,14:00,SHIP_01,121,77,33,5,4,2,1726.7,1063.7,139,92,1800,180,0.2727272727272727,0.5909444444444445,0.9592777777777778,False,0.0,736.3,High NoShow Risk
Rostock,Klaipeda,2024-03-07,14:00,SHIP_01,119,81,21,6,5,6,1726.4,1134.8,143,103,1800,180,0.1764705882352941,0.6304444444444445,0.9591111111111112,False,0.0,665.2,Normal
Trelleborg,Travemünde,2024-12-16,22:00,SHIP_05,164,101,39,8,11,5,2301.6,1366.6,194,133,2400,280,0.2378048780487804,0.5694166666666667,0.959,False,0.0,1033.4,Normal
Trelleborg,Travemünde,2024-09-05,14:00,SHIP_04,155,97,43,4,7,4,2109.7,1305.0,180,121,2200,250,0.2774193548387096,0.5931818181818181,0.9589545454545454,False,0.0,895.0,High NoShow Risk
Trelleborg,Travemünde,2024-02-19,10:00,SHIP_02,135,64,45,11,10,5,1917.3,915.2,153,82,2000,220,0.3333333333333333,0.4576,0.95865,False,0.0,1084.8,High NoShow Risk
Klaipeda,Rostock,2024-11-15,10:00,SHIP_02,132,72,38,7,7,8,1917.2,1033.0,147,88,2000,220,0.2878787878787879,0.5165,0.9586,False,0.0,967.0,High NoShow Risk
Rostock,Klaipeda,2024-12-17,10:00,SHIP_01,125,78,34,2,7,4,1725.4,1048.1,149,105,1800,180,0.272,0.5822777777777777,0.9585555555555556,False,0.0,751.9000000000001,High NoShow Risk
Klaipeda,Travemünde,2025-12-28,10:00,SHIP_04,151,95,35,7,10,4,2108.0,1310.2,166,115,2200,250,0.2317880794701986,0.5955454545454546,0.958181818181818,False,0.0,889.8,Normal
Trelleborg,Swinoujscie,2025-10-14,22:00,SHIP_05,160,92,45,5,11,7,2299.6,1294.2,184,120,2400,280,0.28125,0.53925,0.9581666666666666,False,0.0,1105.8,High NoShow Risk
Swinoujscie,Trelleborg,2025-05-13,22:00,SHIP_01,119,74,32,4,5,4,1724.6,1036.8,132,88,1800,180,0.2689075630252101,0.576,0.958111111111111,False,0.0,763.2,High NoShow Risk
Trelleborg,Travemünde,2025-08-24,18:00,SHIP_01,124,78,30,3,9,4,1724.0,1056.3,136,99,1800,180,0.2419354838709677,0.5868333333333333,0.9577777777777776,False,0.0,743.7,Normal
Trelleborg,Rostock,2024-03-13,14:00,SHIP_04,146,88,38,9,6,5,2106.9,1222.3,162,105,2200,250,0.2602739726027397,0.555590909090909,0.9576818181818182,False,0.0,977.7,High NoShow Risk
Klaipeda,Rostock,2025-02-22,10:00,SHIP_04,147,88,41,5,8,5,2106.7,1199.5,165,107,2200,250,0.2789115646258503,0.5452272727272728,0.957590909090909,False,0.0,1000.5,High NoShow Risk
Trelleborg,Rostock,2025-12-24,08:00,SHIP_04,146,83,40,6,8,9,2106.6,1165.4,174,108,2200,250,0.273972602739726,0.5297272727272727,0.9575454545454544,False,0.0,1034.6,High NoShow Risk
Trelleborg,Travemünde,2025-08-13,14:00,SHIP_01,122,84,24,5,5,4,1723.2,1165.2,136,100,1800,180,0.1967213114754098,0.6473333333333333,0.9573333333333334,False,0.0,634.8,Normal
Klaipeda,Rostock,2024-06-13,18:00,SHIP_05,163,109,33,3,9,9,2297.6,1480.9,180,130,2400,280,0.2024539877300613,0.6170416666666667,0.9573333333333331,False,0.0,919.1,Normal
