Customer_Number,Total_Final_Bookings,Loaded_Bookings,NoShow_Count,Reserved_Meter,Loaded_Meter,NoShow_Rate,Booking_Reliability_Score,Unused_Meter,Meter_Utilization_Rate,Risk_Category,Deferral_Candidate_Score
C01146,38,27,11,544.3,341.4,0.2894736842105263,0.7105263157894737,202.9,0.6272276318206871,Medium Risk,0.3061334210042836
C00806,43,30,13,612.7,416.5,0.3023255813953488,0.6976744186046512,196.20000000000005,0.6797780316631303,Medium Risk,0.305904858783653
C00849,33,23,10,443.9,303.9,0.303030303030303,0.696969696969697,140.0,0.6846136517233611,Medium Risk,0.3055015120795702
C00015,40,28,12,524.7,353.2,0.3,0.7,171.50000000000006,0.6731465599390127,Medium Risk,0.3053706880121974
C00576,36,25,11,509.6,355.0,0.3055555555555556,0.6944444444444444,154.59999999999997,0.696624803767661,Medium Risk,0.3051194836909122
C00400,40,28,12,561.4,381.2,0.3,0.7,180.2,0.679016743854649,Medium Risk,0.3041966512290702
C00926,40,28,12,543.3,371.0,0.3,0.7,172.29999999999995,0.6828639793852385,Medium Risk,0.3034272041229523
C00709,34,24,10,487.9,321.7,0.2941176470588235,0.7058823529411765,166.2,0.6593564254970281,Medium Risk,0.3034228325476532
C00120,40,28,12,558.4,381.7,0.3,0.7,176.7,0.6835601719197708,Medium Risk,0.3032879656160458
C00604,40,28,12,586.2,400.9,0.3,0.7,185.30000000000007,0.6838962811327192,Medium Risk,0.3032207437734561
C00136,36,25,11,499.3,352.6,0.3055555555555556,0.6944444444444444,146.7,0.7061886641297818,Medium Risk,0.3032067116184881
C00899,51,36,15,688.0,455.4,0.2941176470588235,0.7058823529411765,232.6,0.6619186046511628,Medium Risk,0.3029103967168263
C00880,44,31,13,577.1,385.6,0.2954545454545454,0.7045454545454546,191.5,0.6681684283486398,Medium Risk,0.3027299506939084
C01055,43,30,13,547.5,382.5,0.3023255813953488,0.6976744186046512,165.0,0.6986301369863014,Medium Risk,0.3021344377190188
C00329,43,30,13,628.0,438.9,0.3023255813953488,0.6976744186046512,189.1,0.6988853503184714,Medium Risk,0.3020833950525848
C00228,30,21,9,435.9,302.1,0.3,0.7,133.79999999999995,0.6930488644184447,Medium Risk,0.301390227116311
C00369,41,29,12,643.6,432.2,0.2926829268292683,0.7073170731707317,211.40000000000003,0.6715351149782474,Medium Risk,0.2998393184677651
C00866,37,26,11,535.3,370.7,0.2972972972972973,0.7027027027027027,164.59999999999997,0.6925088735288624,Medium Risk,0.2993360631320654
C00293,38,27,11,528.9,350.7,0.2894736842105263,0.7105263157894737,178.2,0.6630743051616563,Medium Risk,0.2989640863360898
C01091,41,29,12,569.4,386.1,0.2926829268292683,0.7073170731707317,183.29999999999995,0.678082191780822,Medium Risk,0.2985299031072502
C00142,47,33,14,695.5,487.0,0.2978723404255319,0.7021276595744681,208.5,0.700215672178289,Medium Risk,0.2982547379047677
C00655,33,23,10,443.1,319.8,0.303030303030303,0.696969696969697,123.3,0.7217332430602572,Medium Risk,0.298077593812191
C00266,41,29,12,640.1,435.5,0.2926829268292683,0.7073170731707317,204.6,0.6803624433682237,Medium Risk,0.2980738527897699
C00968,47,33,14,623.0,437.0,0.2978723404255319,0.7021276595744681,186.0,0.7014446227929374,Medium Risk,0.298008947781838
C00702,38,27,11,535.4,359.1,0.2894736842105263,0.7105263157894737,176.3,0.6707134852446769,Medium Risk,0.2974362503194857
C00231,40,28,12,573.9,410.7,0.3,0.7,163.2,0.7156299006795609,Medium Risk,0.2968740198640878
C00946,38,27,11,525.1,354.0,0.2894736842105263,0.7105263157894737,171.10000000000002,0.6741573033707865,Medium Risk,0.2967474866942637
C01193,41,29,12,552.9,382.4,0.2926829268292683,0.7073170731707317,170.5,0.691625972146862,Medium Risk,0.2958211470340422
C00998,44,31,13,651.3,458.1,0.2954545454545454,0.7045454545454546,193.19999999999996,0.7033625057577154,Medium Risk,0.2956911352120933
C00237,38,27,11,495.1,339.6,0.2894736842105263,0.7105263157894737,155.5,0.6859220359523329,Medium Risk,0.2943945401779544
C00662,45,32,13,602.6,412.8,0.2888888888888888,0.7111111111111111,189.8,0.6850315300365084,Medium Risk,0.2941048051038094
C00922,45,32,13,642.0,440.6,0.2888888888888888,0.7111111111111111,201.4,0.6862928348909658,Medium Risk,0.2938525441329179
C00330,41,29,12,552.1,387.8,0.2926829268292683,0.7073170731707317,164.3,0.7024089838797319,Medium Risk,0.2936645446874682
C00874,38,27,11,521.1,360.3,0.2894736842105263,0.7105263157894737,160.8,0.6914219919401267,Medium Risk,0.2932945489803957
C00331,41,29,12,607.8,429.0,0.2926829268292683,0.7073170731707317,178.79999999999995,0.7058242843040474,Medium Risk,0.2929814846026051
C00216,45,32,13,628.6,436.3,0.2888888888888888,0.7111111111111111,192.3,0.6940820871778556,Medium Risk,0.29229469367554
C00456,38,27,11,513.2,358.7,0.2894736842105263,0.7105263157894737,154.50000000000006,0.6989477786438035,Medium Risk,0.2917893916396603
C01195,37,26,11,474.6,348.0,0.2972972972972973,0.7027027027027027,126.60000000000002,0.7332490518331226,Medium Risk,0.2911880274712133
C00785,38,27,11,529.2,373.3,0.2894736842105263,0.7105263157894737,155.90000000000003,0.7054043839758125,Medium Risk,0.2904980705732585
C00996,45,32,13,618.9,437.4,0.2888888888888888,0.7111111111111111,181.5,0.7067377605428987,Medium Risk,0.2897635590025313
C00121,41,29,12,565.5,408.5,0.2926829268292683,0.7073170731707317,157.0,0.7223695844385499,Medium Risk,0.2896724245757046
C01043,49,35,14,686.8,477.6,0.2857142857142857,0.7142857142857143,209.19999999999996,0.695398951659872,Medium Risk,0.2894916382394541
C00042,35,25,10,485.6,338.3,0.2857142857142857,0.7142857142857143,147.29999999999995,0.6966639209225701,Medium Risk,0.2892386443869145
C00431,35,25,10,520.4,362.8,0.2857142857142857,0.7142857142857143,157.59999999999997,0.6971560338201384,Medium Risk,0.2891402218074008
C00843,45,32,13,644.2,463.2,0.2888888888888888,0.7111111111111111,181.00000000000009,0.719031356721515,Medium Risk,0.2873048397668081
C00892,43,31,12,647.9,441.9,0.2790697674418604,0.7209302325581395,206.0,0.6820496990276277,Medium Risk,0.2868458741479628
C00408,49,35,14,747.1,531.2,0.2857142857142857,0.7142857142857143,215.9,0.711015928255923,Medium Risk,0.2863682429202439
C00520,42,30,12,603.4,430.4,0.2857142857142857,0.7142857142857143,173.0,0.7132913490222075,Medium Risk,0.285913158766987
C00906,46,33,13,628.7,443.5,0.2826086956521739,0.717391304347826,185.20000000000005,0.7054238905678384,Medium Risk,0.2850021784081714
C00708,29,21,8,429.7,291.7,0.2758620689655172,0.7241379310344828,138.0,0.6788457063067256,Medium Risk,0.2849205139110686
C00318,33,24,9,418.8,279.1,0.2727272727272727,0.7272727272727273,139.7,0.6664278892072588,Medium Risk,0.2848962403403663
C00679,32,23,9,465.6,327.0,0.28125,0.71875,138.59999999999997,0.702319587628866,Medium Risk,0.2845360824742268
C00401,47,34,13,695.9,480.4,0.2765957446808511,0.723404255319149,215.5,0.6903290702687167,Medium Risk,0.2832107816909375
C00114,41,30,11,540.1,358.1,0.2682926829268293,0.7317073170731707,182.0,0.6630253656730235,Medium Risk,0.2820290732068587
C01133,40,29,11,572.8,395.8,0.275,0.725,176.99999999999994,0.6909916201117319,Medium Risk,0.2818016759776536
C00672,57,41,16,813.7,585.4,0.2807017543859649,0.7192982456140351,228.30000000000007,0.7194297652697553,Medium Risk,0.2806754504548208
C00030,40,29,11,600.8,419.1,0.275,0.725,181.69999999999996,0.6975699067909455,Medium Risk,0.2804860186418109
C01051,33,24,9,451.8,311.2,0.2727272727272727,0.7272727272727273,140.60000000000002,0.6888003541389995,Medium Risk,0.2804217473540182
C00573,39,28,11,528.7,385.8,0.282051282051282,0.717948717948718,142.90000000000003,0.7297143937961036,Medium Risk,0.2796981468818049
C00598,40,29,11,531.0,372.9,0.275,0.725,158.10000000000002,0.7022598870056497,Medium Risk,0.2795480225988701
C00845,33,24,9,475.5,330.0,0.2727272727272727,0.7272727272727273,145.5,0.694006309148265,Medium Risk,0.2793805563521651
C00930,36,26,10,509.6,364.0,0.2777777777777778,0.7222222222222222,145.60000000000002,0.7142857142857143,Medium Risk,0.2793650793650793
C00107,36,26,10,505.7,361.6,0.2777777777777778,0.7222222222222222,144.09999999999997,0.7150484476962626,Medium Risk,0.2792125326829697
C00265,40,29,11,525.2,369.8,0.275,0.725,155.40000000000003,0.704112718964204,Medium Risk,0.2791774562071592
C00978,39,28,11,522.6,384.8,0.282051282051282,0.717948717948718,137.8,0.736318407960199,Medium Risk,0.2783773440489858
C00496,41,30,11,556.5,383.0,0.2682926829268293,0.7317073170731707,173.5,0.688230008984726,Medium Risk,0.2769881445445182
C00590,44,32,12,635.1,450.9,0.2727272727272727,0.7272727272727273,184.20000000000005,0.7099669343410486,Medium Risk,0.2761884313136084
C01044,41,30,11,537.7,372.6,0.2682926829268293,0.7317073170731707,165.10000000000002,0.6929514599218896,Medium Risk,0.2760438543570855
C00180,41,30,11,559.2,388.1,0.2682926829268293,0.7317073170731707,171.10000000000002,0.6940271816881258,Medium Risk,0.2758287100038383
C00828,40,29,11,547.0,394.6,0.275,0.725,152.39999999999998,0.7213893967093237,Medium Risk,0.2757221206581353
C00566,44,32,12,651.2,464.2,0.2727272727272727,0.7272727272727273,187.00000000000009,0.7128378378378377,Medium Risk,0.2756142506142506
C00500,33,24,9,462.0,329.9,0.2727272727272727,0.7272727272727273,132.10000000000002,0.714069264069264,Medium Risk,0.2753679653679654
C00178,37,27,10,488.8,345.7,0.2702702702702703,0.7297297297297297,143.10000000000002,0.7072422258592471,Medium Risk,0.2747677710443668
C00560,48,35,13,621.2,443.3,0.2708333333333333,0.7291666666666666,177.90000000000003,0.7136188023180939,Medium Risk,0.2739429062030479
C00199,33,24,9,484.3,349.7,0.2727272727272727,0.7272727272727273,134.60000000000002,0.7220730951889325,Medium Risk,0.2737671991440316
C01171,33,24,9,478.0,345.2,0.2727272727272727,0.7272727272727273,132.8,0.7221757322175733,Medium Risk,0.2737466717383034
C00730,41,30,11,549.0,388.1,0.2682926829268293,0.7317073170731707,160.89999999999998,0.7069216757741348,Medium Risk,0.2732498111866365
C00767,44,32,12,633.3,460.8,0.2727272727272727,0.7272727272727273,172.49999999999994,0.7276172430127902,Medium Risk,0.2726583695792601
C00621,30,22,8,410.2,289.2,0.2666666666666666,0.7333333333333333,121.0,0.7050219405168211,Medium Risk,0.2723289452299691
C00061,41,30,11,580.9,415.2,0.2682926829268293,0.7317073170731707,165.7,0.7147529695300396,Medium Risk,0.2716835524354555
C00410,48,35,13,672.5,488.1,0.2708333333333333,0.7291666666666666,184.4,0.7257992565055762,Medium Risk,0.2715068153655514
C00047,26,19,7,382.8,276.7,0.2692307692307692,0.7307692307692307,106.10000000000002,0.7228317659352141,Medium Risk,0.2708182621975725
C00239,49,36,13,723.8,513.4,0.2653061224489796,0.7346938775510204,210.4,0.7093119646311136,Medium Risk,0.2703825050329609
C00368,34,25,9,519.2,369.9,0.2647058823529412,0.7352941176470589,149.30000000000007,0.712442218798151,Medium Risk,0.2692762621227227
C00710,45,33,12,642.0,462.5,0.2666666666666666,0.7333333333333333,179.5,0.7204049844236761,Medium Risk,0.2692523364485981
C01034,38,28,10,525.3,376.4,0.2631578947368421,0.7368421052631579,148.89999999999998,0.716542927850752,Medium Risk,0.2672177302193232
C00252,42,31,11,578.9,412.2,0.2619047619047619,0.7380952380952381,166.7,0.7120400760062187,Medium Risk,0.2671157943225657
C00722,39,29,10,531.7,367.8,0.2564102564102564,0.7435897435897436,163.90000000000003,0.6917434643596012,Medium Risk,0.2667795122562849
C01198,42,31,11,546.5,390.4,0.2619047619047619,0.7380952380952381,156.09999999999997,0.7143641354071364,Medium Risk,0.2666509824423822
C00441,34,25,9,448.0,329.0,0.2647058823529412,0.7352941176470589,119.0,0.734375,Medium Risk,0.2648897058823529
C01148,47,35,12,634.5,442.7,0.2553191489361702,0.7446808510638298,191.8,0.6977147360126084,Medium Risk,0.2647123719464145
C00405,45,33,12,606.2,451.6,0.2666666666666666,0.7333333333333333,154.60000000000002,0.744968657208842,Medium Risk,0.2643396018915649
C00699,61,45,16,831.0,610.4,0.2622950819672131,0.7377049180327869,220.6,0.7345367027677496,Medium Risk,0.2629287250202206
C00327,35,26,9,488.3,349.2,0.2571428571428571,0.7428571428571429,139.10000000000002,0.7151341388490682,Medium Risk,0.262687457944472
C00627,31,23,8,456.5,329.1,0.2580645161290322,0.7419354838709677,127.39999999999998,0.7209200438116101,Medium Risk,0.2622676041409038
C01035,31,23,8,453.1,329.3,0.2580645161290322,0.7419354838709677,123.8,0.7267711322003972,Medium Risk,0.2610973864631463
C01013,38,28,10,510.9,382.9,0.2631578947368421,0.7368421052631579,127.99999999999994,0.7494617341945587,Medium Risk,0.2606339689505619
C01067,47,35,12,672.1,485.2,0.2553191489361702,0.7446808510638298,186.90000000000003,0.7219163814908496,Medium Risk,0.2598720428507662
C01019,42,31,11,570.0,426.7,0.2619047619047619,0.7380952380952381,143.3,0.7485964912280701,Medium Risk,0.2598045112781955
C01142,27,20,7,402.0,297.4,0.2592592592592592,0.7407407407407407,104.60000000000002,0.7398009950248756,Medium Risk,0.2594472084024323
C00193,36,27,9,494.7,347.9,0.25,0.75,146.8,0.7032544976753587,Medium Risk,0.2593491004649282
C00971,28,21,7,375.2,264.5,0.25,0.75,110.7,0.7049573560767591,Medium Risk,0.2590085287846482
C00519,50,37,13,704.1,525.3,0.26,0.74,178.80000000000007,0.7460587984661269,Medium Risk,0.2587882403067746
C00658,43,32,11,613.1,447.2,0.2558139534883721,0.7441860465116279,165.90000000000003,0.7294079269287228,Medium Risk,0.2587695774049531
C00811,42,31,11,610.0,460.7,0.2619047619047619,0.7380952380952381,149.3,0.7552459016393442,Medium Risk,0.2584746291959406
C00343,43,32,11,586.9,429.9,0.2558139534883721,0.7441860465116279,157.0,0.7324927585619356,Medium Risk,0.2581526110783105
C00517,48,36,12,707.2,506.2,0.25,0.75,201.00000000000009,0.7157805429864252,Medium Risk,0.2568438914027149
C00535,31,23,8,383.7,287.2,0.2580645161290322,0.7419354838709677,96.5,0.7485014334115194,Medium Risk,0.2567513262209219
C00681,60,45,15,826.4,595.3,0.25,0.75,231.1,0.7203533397870281,Medium Risk,0.2559293320425944
C00547,39,29,10,590.3,441.8,0.2564102564102564,0.7435897435897436,148.49999999999994,0.7484330001694055,Medium Risk,0.255441605094324
C00608,53,40,13,757.7,535.7,0.2452830188679245,0.7547169811320755,222.0,0.7070080506796885,Medium Risk,0.2548248049584019
C01155,40,30,10,573.0,416.5,0.25,0.75,156.5,0.7268760907504364,Medium Risk,0.2546247818499128
C01050,35,26,9,489.2,370.0,0.2571428571428571,0.7428571428571429,119.2,0.7563368765331153,Medium Risk,0.2544469104076626
C00355,36,27,9,532.3,388.5,0.25,0.75,143.79999999999995,0.7298515874506858,Medium Risk,0.2540296825098628
C00218,44,33,11,616.0,449.6,0.25,0.75,166.39999999999998,0.7298701298701299,Medium Risk,0.254025974025974
C01023,40,30,10,563.0,414.9,0.25,0.75,148.10000000000002,0.7369449378330373,Medium Risk,0.2526110124333925
C00285,40,30,10,593.9,438.6,0.25,0.75,155.29999999999995,0.7385081663579728,Medium Risk,0.2522983667284054
C00300,40,30,10,574.5,428.0,0.25,0.75,146.5,0.7449956483899043,Medium Risk,0.2510008703220192
C00417,33,25,8,479.8,344.8,0.2424242424242424,0.7575757575757576,135.0,0.7186327636515215,Medium Risk,0.2502128412090896
C00447,32,24,8,461.9,348.0,0.25,0.75,113.89999999999998,0.753409828967309,Medium Risk,0.2493180342065382
C00083,33,25,8,484.9,351.3,0.2424242424242424,0.7575757575757576,133.59999999999997,0.7244792740771293,Medium Risk,0.2490435391239681
C01119,41,31,10,562.4,411.1,0.2439024390243902,0.7560975609756098,151.29999999999995,0.7309743954480797,Medium Risk,0.2489270721298962
C00129,45,34,11,589.8,433.6,0.2444444444444444,0.7555555555555555,156.19999999999993,0.7351644625296712,Medium Risk,0.2485226630496213
C01048,33,25,8,438.6,319.5,0.2424242424242424,0.7575757575757576,119.10000000000002,0.728454172366621,Medium Risk,0.2482485594660697
C00774,45,34,11,627.6,469.4,0.2444444444444444,0.7555555555555555,158.2,0.7479286169534736,Medium Risk,0.2459698321648608
C00024,37,28,9,503.2,375.2,0.2432432432432432,0.7567567567567568,128.0,0.7456279809220986,Medium Risk,0.2454689984101749
C00068,37,28,9,524.6,391.2,0.2432432432432432,0.7567567567567568,133.40000000000003,0.745711017918414,Medium Risk,0.2454523910109118
C01070,40,30,10,538.5,417.7,0.25,0.75,120.8,0.7756731662024141,Medium Risk,0.2448653667595172
C00399,40,30,10,572.9,445.6,0.25,0.75,127.29999999999995,0.7777971722813756,Medium Risk,0.2444405655437249
C00747,42,32,10,599.8,438.0,0.238095238095238,0.7619047619047619,161.79999999999995,0.7302434144714905,Medium Risk,0.2444275075818923
C00882,42,32,10,568.3,415.7,0.238095238095238,0.7619047619047619,152.59999999999997,0.7314798521907444,Medium Risk,0.2441802200380415
C00653,29,22,7,390.1,290.8,0.2413793103448276,0.7586206896551724,99.3,0.7454498846449629,Medium Risk,0.2440134713468695
C00853,33,25,8,412.5,311.2,0.2424242424242424,0.7575757575757576,101.3,0.7544242424242424,Medium Risk,0.2430545454545454
C00652,46,35,11,653.9,485.1,0.2391304347826087,0.7608695652173914,168.79999999999995,0.7418565529897538,Medium Risk,0.2429330372281362
C00339,34,26,8,454.4,330.7,0.2352941176470588,0.7647058823529411,123.7,0.7277728873239436,Medium Risk,0.2426807166528583
C00296,34,26,8,482.3,352.4,0.2352941176470588,0.7647058823529411,129.90000000000003,0.7306655608542401,Medium Risk,0.242102181946799
C00917,50,38,12,691.1,518.8,0.24,0.76,172.30000000000007,0.750687310085371,Medium Risk,0.2418625379829257
C00703,34,26,8,475.8,349.0,0.2352941176470588,0.7647058823529411,126.8,0.7335014712063892,Medium Risk,0.2415349998763692
C00109,42,32,10,584.0,435.4,0.238095238095238,0.7619047619047619,148.60000000000002,0.7455479452054794,Medium Risk,0.2413666014350945
C00319,34,26,8,440.7,323.7,0.2352941176470588,0.7647058823529411,117.0,0.7345132743362832,Medium Risk,0.2413326392503904
C00361,44,34,10,574.1,403.9,0.2272727272727272,0.7727272727272727,170.20000000000005,0.70353596934332,Medium Risk,0.2411109879495178
C00513,43,33,10,624.6,453.1,0.2325581395348837,0.7674418604651163,171.5,0.7254242715337816,Medium Risk,0.2409616573211506
C00269,33,25,8,464.2,355.6,0.2424242424242424,0.7575757575757576,108.59999999999997,0.7660491167600173,Medium Risk,0.2407295705873904
C00623,42,32,10,597.4,450.2,0.238095238095238,0.7619047619047619,147.2,0.7535989286909943,Medium Risk,0.2397564047379916
C00221,38,29,9,505.5,380.0,0.2368421052631578,0.7631578947368421,125.5,0.751730959446093,Medium Risk,0.2391274923213077
C00057,54,41,13,714.0,548.6,0.2407407407407407,0.7592592592592593,165.39999999999998,0.7683473389355743,Medium Risk,0.2389231248054777
C01178,34,26,8,453.5,339.0,0.2352941176470588,0.7647058823529411,114.5,0.7475192943770672,Medium Risk,0.2387314352422336
C01132,43,33,10,664.0,491.4,0.2325581395348837,0.7674418604651163,172.60000000000002,0.7400602409638554,Medium Risk,0.2380344634351359
C00901,43,33,10,557.5,412.6,0.2325581395348837,0.7674418604651163,144.89999999999998,0.7400896860986548,Medium Risk,0.238028574408176
C00840,47,36,11,654.2,488.2,0.2340425531914893,0.7659574468085106,166.00000000000006,0.7462549678997248,Medium Risk,0.2379830489732465
C00557,42,32,10,549.7,420.3,0.238095238095238,0.7619047619047619,129.40000000000003,0.7645988721120611,Medium Risk,0.2375564160537782
C00966,47,36,11,680.3,510.8,0.2340425531914893,0.7659574468085106,169.49999999999994,0.7508452153461709,Medium Risk,0.2370649994839573
C00386,39,30,9,577.8,428.0,0.2307692307692307,0.7692307692307693,149.79999999999995,0.7407407407407408,Medium Risk,0.2364672364672364
C00295,38,29,9,500.8,383.3,0.2368421052631578,0.7631578947368421,117.5,0.7653753993610224,Medium Risk,0.2363986043383218
C00381,47,36,11,702.0,529.9,0.2340425531914893,0.7659574468085106,172.10000000000002,0.7548433048433049,Medium Risk,0.2362653815845305
C00449,43,33,10,650.4,487.5,0.2325581395348837,0.7674418604651163,162.89999999999998,0.7495387453874539,Medium Risk,0.2361387625504162
C00820,47,36,11,692.9,524.3,0.2340425531914893,0.7659574468085106,168.60000000000002,0.7566748448549574,Medium Risk,0.2358990735822
C00115,39,30,9,532.9,398.6,0.2307692307692307,0.7692307692307693,134.29999999999995,0.7479827359729782,Medium Risk,0.235018837420789
C00841,30,23,7,410.8,311.9,0.2333333333333333,0.7666666666666667,98.90000000000003,0.7592502434274585,Medium Risk,0.2348166179811749
C01099,42,32,10,548.1,427.9,0.238095238095238,0.7619047619047619,120.20000000000005,0.7806969531107462,Medium Risk,0.2343367998540412
C00415,40,31,9,599.6,438.8,0.225,0.775,160.8,0.7318212141427618,Medium Risk,0.2336357571714476
C00312,30,23,7,389.1,298.6,0.2333333333333333,0.7666666666666667,90.5,0.7674119763556926,Medium Risk,0.2331842713955281
C00912,44,34,10,584.2,434.8,0.2272727272727272,0.7727272727272727,149.40000000000003,0.7442656624443683,Medium Risk,0.2329650493293081
C01053,43,33,10,554.1,424.7,0.2325581395348837,0.7674418604651163,129.40000000000003,0.7664681465439451,Medium Risk,0.2327528823191179
C00838,45,35,10,639.2,467.6,0.2222222222222222,0.7777777777777778,171.60000000000002,0.7315394242803505,Medium Risk,0.2314698929217076
C00583,49,38,11,709.4,525.6,0.2244897959183673,0.7755102040816326,183.79999999999995,0.7409078094164083,Medium Risk,0.2314102748514122
C00144,41,32,9,570.9,412.3,0.2195121951219512,0.7804878048780488,158.59999999999997,0.7221930285514101,Medium Risk,0.2311711503872789
C00640,44,34,10,580.1,437.4,0.2272727272727272,0.7727272727272727,142.70000000000005,0.7540079296672987,Medium Risk,0.2310165958847221
C00525,36,28,8,527.3,390.0,0.2222222222222222,0.7777777777777778,137.29999999999995,0.7396169163663949,Medium Risk,0.2298543945044987
C00389,50,39,11,682.9,499.2,0.22,0.78,183.7,0.7310001464343242,Medium Risk,0.2297999707131351
C00079,31,24,7,419.5,317.2,0.2258064516129032,0.7741935483870968,102.3,0.7561382598331347,Medium Risk,0.2294175093236956
C00761,32,25,7,447.7,326.0,0.21875,0.78125,121.7,0.7281661827116372,Medium Risk,0.2293667634576725
C00277,44,34,10,631.8,485.5,0.2272727272727272,0.7727272727272727,146.29999999999995,0.7684393795504907,Medium Risk,0.2281303059080837
C00367,40,31,9,548.8,417.6,0.225,0.775,131.19999999999993,0.7609329446064141,Medium Risk,0.2278134110787171
C01065,44,34,10,616.8,475.0,0.2272727272727272,0.7727272727272727,141.79999999999995,0.7701037613488976,Medium Risk,0.2277974295484023
C01083,49,38,11,698.0,530.7,0.2244897959183673,0.7755102040816326,167.29999999999995,0.7603151862464184,Medium Risk,0.2275287994854102
C00244,49,38,11,711.9,541.3,0.2244897959183673,0.7755102040816326,170.60000000000002,0.7603596010675656,Medium Risk,0.2275199165211807
C01058,40,31,9,565.2,432.6,0.225,0.775,132.60000000000002,0.7653927813163481,Medium Risk,0.2269214437367303
C00799,41,32,9,575.9,428.7,0.2195121951219512,0.7804878048780488,147.2,0.7444000694565028,Medium Risk,0.2267297422062604
C00964,40,31,9,491.7,377.4,0.225,0.775,114.3,0.7675411836485662,Medium Risk,0.2264917632702867
C00208,31,24,7,439.1,338.9,0.2258064516129032,0.7741935483870968,100.20000000000005,0.7718059667501707,Medium Risk,0.2262839679402884
C00459,48,37,11,693.0,545.0,0.2291666666666666,0.7708333333333334,148.0,0.7864357864357865,Medium Risk,0.226046176046176
C00403,41,32,9,569.3,426.1,0.2195121951219512,0.7804878048780488,143.2,0.748463024767258,Medium Risk,0.2259171511441093
C01024,49,38,11,653.5,503.9,0.2244897959183673,0.7755102040816326,149.60000000000002,0.7710788064269318,Medium Risk,0.2253760754493075
C00404,36,28,8,512.1,392.2,0.2222222222222222,0.7777777777777778,119.90000000000003,0.7658660417887131,Medium Risk,0.2246045694200351
C01037,36,28,8,490.6,377.6,0.2222222222222222,0.7777777777777778,113.0,0.7696697920913168,Medium Risk,0.2238438193595144
C01181,41,32,9,590.6,448.4,0.2195121951219512,0.7804878048780488,142.20000000000005,0.759227903826617,Medium Risk,0.2237641753322375
C00733,32,25,7,473.0,358.3,0.21875,0.78125,114.7,0.7575052854122621,Medium Risk,0.2234989429175475
C00313,50,39,11,692.2,533.7,0.22,0.78,158.5,0.7710199364345565,Medium Risk,0.2217960127130886
C00975,38,30,8,535.8,393.3,0.2105263157894736,0.7894736842105263,142.49999999999994,0.7340425531914895,Medium Risk,0.221612541993281
C00948,45,35,10,626.6,494.9,0.2222222222222222,0.7777777777777778,131.70000000000005,0.7898180657516757,Medium Risk,0.2198141646274426
C00516,41,32,9,578.4,452.3,0.2195121951219512,0.7804878048780488,126.09999999999997,0.781984785615491,Medium Risk,0.2192127989744627
C00247,47,37,10,654.0,494.9,0.2127659574468085,0.7872340425531915,159.10000000000002,0.7567278287461774,Medium Risk,0.2188672002082113
C00551,34,27,7,486.1,355.3,0.2058823529411764,0.7941176470588235,130.8,0.7309195638757457,Medium Risk,0.218521969577792
C00394,38,30,8,535.1,401.6,0.2105263157894736,0.7894736842105263,133.5,0.7505139226312839,Medium Risk,0.2183182681053221
C00406,42,33,9,569.7,442.5,0.2142857142857142,0.7857142857142857,127.20000000000005,0.7767245918904686,Medium Risk,0.2160836530504777
C01068,43,34,9,617.5,468.6,0.2093023255813953,0.7906976744186046,148.89999999999998,0.7588663967611337,Medium Risk,0.2156685811128895
C00316,42,33,9,553.8,432.4,0.2142857142857142,0.7857142857142857,121.39999999999998,0.7807872878295413,Medium Risk,0.2152711138626631
C00851,52,41,11,737.1,569.5,0.2115384615384615,0.7884615384615384,167.60000000000002,0.7726224392891059,Medium Risk,0.214706281372948
C00631,43,34,9,641.9,492.0,0.2093023255813953,0.7906976744186046,149.89999999999998,0.7664745287427949,Medium Risk,0.2141469547165573
C00458,33,26,7,449.3,349.6,0.2121212121212121,0.7878787878787878,99.7,0.7780992655241487,Medium Risk,0.21407711659214
C00773,43,34,9,596.7,459.7,0.2093023255813953,0.7906976744186046,137.00000000000006,0.7704038880509468,Medium Risk,0.2133610828549269
C00969,39,31,8,525.4,396.0,0.2051282051282051,0.7948717948717948,129.39999999999998,0.75371145793681,Medium Risk,0.2133602725152021
C00373,29,23,6,393.2,301.8,0.2068965517241379,0.7931034482758621,91.39999999999998,0.7675483214649034,Medium Risk,0.2120075770863296
C00597,39,31,8,573.1,436.3,0.2051282051282051,0.7948717948717948,136.8,0.7612982027569359,Medium Risk,0.2118429235511769
C00280,34,27,7,509.8,390.9,0.2058823529411764,0.7941176470588235,118.90000000000003,0.7667712828560219,Medium Risk,0.2113516257817368
C00065,29,23,6,438.0,337.7,0.2068965517241379,0.7931034482758621,100.3,0.7710045662100456,Medium Risk,0.2113163281373012
C00204,39,31,8,568.6,434.4,0.2051282051282051,0.7948717948717948,134.20000000000005,0.763981709461836,Medium Risk,0.2113062222101969
C00010,39,31,8,592.2,453.6,0.2051282051282051,0.7948717948717948,138.60000000000002,0.7659574468085106,Medium Risk,0.210911074740862
C00637,54,43,11,760.4,578.7,0.2037037037037037,0.7962962962962963,181.69999999999996,0.7610468174644924,Medium Risk,0.2107535994700645
C00325,40,32,8,547.7,410.0,0.2,0.8,137.70000000000005,0.7485849917838232,Low Risk,0.2102830016432353
C00482,39,31,8,500.8,385.4,0.2051282051282051,0.7948717948717948,115.40000000000003,0.7695686900958466,Medium Risk,0.2101888260833948
